id,age,job,marital,education,is_in_default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_normalizado,estado_balance
22,28.0,admin.,divorced,secondary,0,785,1,0,unknown,8,may,442,2,-1,0,unknown,1,-0.22288347957205237,Saldo Medio Alto
23,43.0,management,single,tertiary,0,2067,1,0,unknown,8,may,756,1,-1,0,unknown,1,0.1630215592932007,Saldo Alto
24,43.0,management,divorced,tertiary,0,388,1,0,unknown,8,may,2087,2,-1,0,unknown,1,-0.34238761407244667,Saldo Medio
25,43.0,blue-collar,married,primary,0,-192,1,0,unknown,8,may,1120,2,-1,0,unknown,1,-0.5169780372720151,Saldo Bajo
26,37.0,unemployed,single,secondary,0,381,1,0,unknown,8,may,985,2,-1,0,unknown,1,-0.3444947398696828,Saldo Medio
27,35.0,blue-collar,single,secondary,0,40,1,0,unknown,9,may,617,4,-1,0,unknown,1,-0.44714186799218775,Saldo Bajo
28,31.0,technician,single,tertiary,0,22,1,0,unknown,9,may,483,3,-1,0,unknown,1,-0.452560191470795,Saldo Bajo
29,43.0,blue-collar,single,secondary,0,3,1,0,unknown,9,may,929,3,-1,0,unknown,1,-0.45827953292043605,Saldo Bajo
30,31.0,admin.,married,secondary,0,307,1,0,unknown,9,may,538,1,-1,0,unknown,1,-0.3667700697261795,Saldo Medio
31,28.0,blue-collar,single,secondary,0,759,1,0,unknown,9,may,710,1,-1,0,unknown,1,-0.2307099468189296,Saldo Medio Alto
32,32.0,blue-collar,married,secondary,1,-1,1,0,unknown,9,may,653,1,-1,0,unknown,1,-0.459483604804571,Saldo Bajo
33,60.0,technician,married,primary,0,65,1,0,unknown,9,may,1028,2,-1,0,unknown,1,-0.43961641871634427,Saldo Bajo
34,26.0,blue-collar,single,secondary,0,82,1,0,unknown,9,may,654,1,-1,0,unknown,1,-0.4344991132087707,Saldo Bajo
35,40.0,blue-collar,married,secondary,0,10,1,0,unknown,9,may,1692,2,-1,0,unknown,1,-0.4561724071231999,Saldo Bajo
36,33.0,blue-collar,divorced,primary,0,390,1,0,unknown,9,may,665,2,-1,0,unknown,1,-0.3417855781303792,Saldo Medio
37,32.0,management,single,tertiary,0,311,0,0,unknown,12,may,757,2,-1,0,unknown,1,-0.3655659978420445,Saldo Medio
38,35.0,blue-collar,married,primary,0,414,0,0,unknown,13,may,504,4,-1,0,unknown,1,-0.3345611468255694,Saldo Medio
39,33.0,management,divorced,secondary,0,5,1,0,unknown,13,may,1346,1,-1,0,unknown,1,-0.45767749697836857,Saldo Bajo
40,38.0,management,married,tertiary,0,119,1,0,unknown,13,may,568,4,-1,0,unknown,1,-0.42336144828052236,Saldo Bajo
41,23.0,entrepreneur,single,primary,0,4,1,0,unknown,13,may,395,2,-1,0,unknown,1,-0.45797851494940234,Saldo Bajo
42,60.0,blue-collar,married,primary,0,1262,1,1,unknown,13,may,1015,1,-1,0,unknown,1,-0.07929790738895899,Saldo Medio Alto
43,48.0,management,married,tertiary,0,1949,1,0,unknown,13,may,683,2,-1,0,unknown,1,0.12750143871121952,Saldo Alto
44,45.0,entrepreneur,divorced,tertiary,0,-395,1,0,unknown,13,may,470,1,-1,0,unknown,1,-0.5780846853918641,Saldo Bajo
45,36.0,blue-collar,married,secondary,0,1165,1,0,unknown,13,may,1001,4,-1,0,unknown,1,-0.10849665057923165,Saldo Medio Alto
46,52.0,management,married,unknown,0,2240,1,0,unknown,13,may,845,1,-1,0,unknown,1,0.2150976682820375,Saldo Alto
47,35.0,blue-collar,divorced,primary,0,300,1,0,unknown,13,may,945,2,-1,0,unknown,1,-0.3688771955234157,Saldo Medio
48,43.0,technician,married,secondary,0,3285,1,0,unknown,13,may,1721,2,-1,0,unknown,1,0.5296614480122945,Saldo Alto
49,52.0,housemaid,married,secondary,0,3923,1,0,unknown,14,may,942,3,-1,0,unknown,1,0.7217109135318197,Saldo Alto
50,53.0,technician,divorced,primary,0,1443,1,0,unknown,14,may,476,1,-1,0,unknown,1,-0.02481365463185228,Saldo Medio Alto
51,48.0,blue-collar,divorced,primary,0,24,1,0,unknown,14,may,832,1,-1,0,unknown,1,-0.45195815552872753,Saldo Bajo
52,41.0,blue-collar,single,primary,0,1618,1,0,unknown,14,may,1553,1,-1,0,unknown,1,0.027864490299052,Saldo Medio Alto
53,39.0,management,divorced,tertiary,0,517,1,1,unknown,14,may,1328,1,-1,0,unknown,1,-0.3035562958090944,Saldo Medio
54,59.0,retired,married,secondary,0,1521,1,1,unknown,14,may,1125,2,-1,0,unknown,1,-0.0013342528912206584,Saldo Medio Alto
55,41.0,blue-collar,married,secondary,0,2823,1,0,unknown,14,may,858,1,-1,0,unknown,1,0.3905911453947072,Saldo Alto
56,48.0,blue-collar,married,secondary,0,1405,1,0,unknown,14,may,629,2,-1,0,unknown,1,-0.036252337531134354,Saldo Medio Alto
57,40.0,admin.,married,secondary,0,1535,1,0,unknown,14,may,704,1,-1,0,unknown,1,0.002879998703251684,Saldo Medio Alto
58,48.0,blue-collar,married,secondary,0,1596,1,0,unknown,14,may,760,1,-1,0,unknown,1,0.021242094936309748,Saldo Medio Alto
59,60.0,retired,married,primary,0,1542,1,0,unknown,14,may,930,1,-1,0,unknown,1,0.004987124500487855,Saldo Medio Alto
60,40.0,technician,single,unknown,0,3652,1,0,unknown,14,may,1028,2,-1,0,unknown,1,0.6401350433816765,Saldo Alto
61,57.0,technician,married,tertiary,0,-1,0,0,unknown,14,may,850,2,-1,0,unknown,1,-0.459483604804571,Saldo Bajo
62,51.0,blue-collar,married,secondary,0,7180,1,0,unknown,14,may,927,1,-1,0,unknown,1,1.7021264451887068,Saldo Muy Alto
63,41.0,blue-collar,divorced,secondary,0,5291,1,0,unknown,14,may,1423,3,-1,0,unknown,1,1.1335034979059744,Saldo Muy Alto
64,41.0,blue-collar,married,secondary,0,1384,1,0,unknown,15,may,1162,4,-1,0,unknown,1,-0.04257371492284286,Saldo Medio Alto
65,52.0,blue-collar,divorced,primary,0,-191,1,0,unknown,15,may,755,1,-1,0,unknown,1,-0.5166770193009814,Saldo Bajo
66,59.0,blue-collar,married,primary,0,320,1,0,unknown,15,may,695,1,-1,0,unknown,1,-0.3628568361027409,Saldo Medio
67,44.0,blue-collar,married,unknown,0,146,1,0,unknown,15,may,483,1,-1,0,unknown,1,-0.41523396306261146,Saldo Medio
68,49.0,unknown,married,primary,0,341,1,1,unknown,15,may,520,2,-1,0,unknown,1,-0.35653545871103237,Saldo Medio
69,40.0,services,married,primary,0,-9,1,0,unknown,15,may,920,2,-1,0,unknown,1,-0.46189174857284093,Saldo Bajo
70,41.0,admin.,married,primary,0,-306,1,0,unknown,15,may,500,1,-1,0,unknown,1,-0.5512940859698613,Saldo Bajo
71,44.0,technician,married,tertiary,0,4580,1,0,unknown,15,may,911,2,-1,0,unknown,1,0.9194797205009861,Saldo Muy Alto
72,60.0,services,single,primary,0,313,1,0,unknown,15,may,920,2,-1,0,unknown,1,-0.36496396189997704,Saldo Medio
73,29.0,management,married,tertiary,0,10576,0,0,unknown,15,may,1224,2,-1,0,unknown,1,2.724383474819284,Saldo Muy Alto
74,41.0,retired,divorced,primary,0,-233,1,0,unknown,15,may,1156,2,-1,0,unknown,1,-0.5293197740843985,Saldo Bajo
75,41.0,blue-collar,married,primary,0,2453,1,0,unknown,15,may,1052,1,-1,0,unknown,1,0.2792144961122239,Saldo Alto
76,42.0,technician,single,secondary,0,1364,1,0,unknown,15,may,1867,6,-1,0,unknown,1,-0.04859407434351764,Saldo Medio Alto
77,36.0,services,single,unknown,0,281,1,0,unknown,16,may,515,1,-1,0,unknown,1,-0.3745965369730567,Saldo Medio
78,39.0,technician,married,tertiary,0,94,1,1,unknown,16,may,813,1,-1,0,unknown,1,-0.43088689755636583,Saldo Bajo
79,31.0,self-employed,single,tertiary,0,144,1,0,unknown,16,may,676,1,-1,0,unknown,1,-0.4158359990046789,Saldo Medio
80,26.0,blue-collar,married,secondary,0,246,1,0,unknown,16,may,1143,3,-1,0,unknown,1,-0.38513216595923755,Saldo Medio
81,31.0,blue-collar,married,secondary,0,92,1,0,unknown,16,may,688,1,-1,0,unknown,1,-0.4314889334984333,Saldo Bajo
82,29.0,admin.,single,secondary,0,163,1,1,unknown,16,may,803,1,-1,0,unknown,1,-0.41011665755503784,Saldo Medio
83,37.0,services,divorced,secondary,0,49,1,0,unknown,16,may,619,2,-1,0,unknown,1,-0.4444327062528841,Saldo Bajo
84,33.0,blue-collar,single,secondary,0,-416,1,0,unknown,16,may,767,2,-1,0,unknown,1,-0.5844060627835727,Saldo Bajo
85,24.0,technician,single,secondary,0,409,1,0,unknown,16,may,912,1,-1,0,unknown,1,-0.33606623668073815,Saldo Medio
86,50.0,admin.,divorced,secondary,0,363,1,0,unknown,16,may,1340,1,-1,0,unknown,1,-0.34991306334829014,Saldo Medio
87,27.0,technician,single,tertiary,0,3706,1,0,unknown,16,may,897,1,-1,0,unknown,1,0.6563900138174984,Saldo Alto
88,54.0,management,single,tertiary,0,4393,1,0,unknown,16,may,1297,3,-1,0,unknown,1,0.863189359917677,Saldo Muy Alto
89,30.0,technician,single,secondary,0,863,1,0,unknown,16,may,1193,5,-1,0,unknown,1,-0.19940407783142075,Saldo Medio Alto
90,34.0,blue-collar,married,primary,0,695,1,1,unknown,16,may,1064,4,-1,0,unknown,1,-0.24997509696508885,Saldo Medio Alto
91,37.0,management,single,secondary,0,792,1,0,unknown,16,may,1187,4,-1,0,unknown,1,-0.2207763537748162,Saldo Medio Alto
92,41.0,admin.,single,secondary,0,1020,1,0,unknown,19,may,882,1,-1,0,unknown,1,-0.15214425637912377,Saldo Medio Alto
93,47.0,blue-collar,married,secondary,0,863,1,0,unknown,19,may,943,2,-1,0,unknown,1,-0.19940407783142075,Saldo Medio Alto
94,31.0,admin.,married,secondary,0,97,1,0,unknown,19,may,607,1,-1,0,unknown,1,-0.42998384364326464,Saldo Bajo
95,31.0,blue-collar,married,secondary,0,754,1,0,unknown,19,may,1022,4,-1,0,unknown,1,-0.23221503667409826,Saldo Medio Alto
96,43.0,services,divorced,secondary,0,1040,1,0,unknown,19,may,552,3,-1,0,unknown,1,-0.146123896958449,Saldo Medio Alto
97,37.0,management,divorced,tertiary,0,122,1,0,unknown,19,may,1622,2,-1,0,unknown,1,-0.42245839436742116,Saldo Medio
98,30.0,technician,single,tertiary,0,880,1,1,unknown,19,may,967,6,-1,0,unknown,1,-0.1942867723238472,Saldo Medio Alto
99,41.0,technician,married,secondary,0,501,1,0,unknown,19,may,579,5,-1,0,unknown,1,-0.30837258334563417,Saldo Medio
100,36.0,blue-collar,married,secondary,0,4438,1,0,unknown,20,may,446,1,-1,0,unknown,1,0.8767351686141952,Saldo Muy Alto
101,35.0,blue-collar,divorced,secondary,0,0,1,0,unknown,20,may,1205,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
102,29.0,services,single,secondary,0,271,1,0,unknown,20,may,1882,2,-1,0,unknown,1,-0.3776067166833941,Saldo Medio
103,35.0,blue-collar,married,primary,0,102,1,0,unknown,20,may,1334,1,-1,0,unknown,1,-0.4284787537880959,Saldo Bajo
104,31.0,blue-collar,married,secondary,0,2,1,0,unknown,20,may,182,2,-1,0,unknown,1,-0.4585805508914698,Saldo Bajo
105,35.0,services,married,secondary,0,4170,1,0,unknown,20,may,1777,1,-1,0,unknown,1,0.7960623523771532,Saldo Muy Alto
106,34.0,technician,single,secondary,0,85,1,0,unknown,20,may,1182,4,-1,0,unknown,1,-0.43359605929566947,Saldo Bajo
107,31.0,admin.,single,secondary,0,431,1,1,unknown,20,may,1045,1,-1,0,unknown,1,-0.32944384131799587,Saldo Medio
108,44.0,technician,divorced,secondary,0,982,1,0,unknown,20,may,650,3,-1,0,unknown,1,-0.16358293927840584,Saldo Medio Alto
109,36.0,blue-collar,married,primary,0,408,1,1,unknown,20,may,1063,2,-1,0,unknown,1,-0.33636725465177186,Saldo Medio
110,35.0,blue-collar,married,unknown,0,4822,1,0,unknown,20,may,843,2,-1,0,unknown,1,0.9923260694911509,Saldo Muy Alto
111,41.0,blue-collar,married,primary,0,1250,1,0,unknown,20,may,1392,2,-1,0,unknown,1,-0.08291012304136386,Saldo Medio Alto
112,31.0,blue-collar,single,primary,0,216,1,0,unknown,21,may,565,1,-1,0,unknown,1,-0.3941627050902497,Saldo Medio
113,34.0,blue-collar,married,secondary,0,1207,1,0,unknown,21,may,905,1,-1,0,unknown,1,-0.09585389579581462,Saldo Medio Alto
114,32.0,technician,married,secondary,0,791,1,0,unknown,21,may,783,2,-1,0,unknown,1,-0.22107737174584993,Saldo Medio Alto
115,36.0,management,married,tertiary,0,849,1,1,unknown,21,may,958,2,-1,0,unknown,1,-0.20361832942589309,Saldo Medio Alto
116,30.0,blue-collar,single,secondary,1,239,1,0,unknown,21,may,412,1,-1,0,unknown,1,-0.3872392917564737,Saldo Medio
117,37.0,technician,single,secondary,0,1211,1,0,unknown,21,may,795,1,-1,0,unknown,1,-0.09464982391167967,Saldo Medio Alto
118,36.0,blue-collar,married,primary,0,599,1,0,unknown,21,may,649,2,-1,0,unknown,1,-0.2788728221843278,Saldo Medio Alto
119,31.0,management,single,tertiary,0,825,1,0,unknown,21,may,506,2,-1,0,unknown,1,-0.21084276073070282,Saldo Medio Alto
120,27.0,technician,married,secondary,0,2183,1,1,unknown,21,may,857,1,-1,0,unknown,1,0.1979396439331144,Saldo Alto
121,34.0,retired,married,primary,0,4499,0,0,unknown,21,may,1681,1,-1,0,unknown,1,0.8950972648472533,Saldo Muy Alto
122,30.0,technician,single,tertiary,0,1289,1,0,unknown,21,may,1697,2,-1,0,unknown,1,-0.07117042217104805,Saldo Medio Alto
123,32.0,technician,single,tertiary,0,4665,1,0,unknown,21,may,860,2,-1,0,unknown,1,0.9450662480388539,Saldo Muy Alto
124,37.0,technician,single,secondary,0,3326,1,0,unknown,21,may,799,1,-1,0,unknown,1,0.5420031848246778,Saldo Alto
125,32.0,blue-collar,married,secondary,0,783,1,0,unknown,21,may,923,3,-1,0,unknown,1,-0.22348551551411985,Saldo Medio Alto
126,33.0,blue-collar,married,secondary,0,0,1,0,unknown,21,may,521,3,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
127,35.0,blue-collar,married,primary,0,994,1,0,unknown,23,may,1349,8,-1,0,unknown,1,-0.15997072362600098,Saldo Medio Alto
128,35.0,self-employed,divorced,tertiary,0,1354,1,0,unknown,23,may,736,2,-1,0,unknown,1,-0.05160425405385503,Saldo Medio Alto
129,30.0,blue-collar,single,secondary,0,239,1,0,unknown,23,may,785,1,-1,0,unknown,1,-0.3872392917564737,Saldo Medio
130,45.0,blue-collar,divorced,primary,0,-311,1,0,unknown,23,may,1030,1,-1,0,unknown,1,-0.55279917582503,Saldo Bajo
131,45.0,admin.,married,secondary,0,149,1,0,unknown,23,may,893,3,-1,0,unknown,1,-0.4143309091495102,Saldo Medio
132,33.0,blue-collar,married,secondary,0,1464,1,0,unknown,23,may,588,3,-1,0,unknown,1,-0.018492277240143767,Saldo Medio Alto
133,44.0,management,divorced,tertiary,0,5773,0,0,unknown,23,may,597,6,-1,0,unknown,1,1.2785941599442363,Saldo Muy Alto
134,40.0,blue-collar,married,primary,0,278,1,0,unknown,23,may,1015,3,-1,0,unknown,1,-0.3754995908861579,Saldo Medio
135,31.0,blue-collar,married,secondary,0,2910,1,0,unknown,23,may,1392,2,-1,0,unknown,1,0.41677970887464244,Saldo Alto
136,30.0,technician,married,tertiary,0,541,1,0,unknown,26,may,414,2,-1,0,unknown,1,-0.2963318645042846,Saldo Medio
137,44.0,technician,divorced,secondary,0,1262,1,0,unknown,26,may,788,11,-1,0,unknown,1,-0.07929790738895899,Saldo Medio Alto
138,34.0,services,married,secondary,0,-538,1,0,unknown,26,may,682,1,-1,0,unknown,1,-0.6211302552496888,Saldo Bajo
139,37.0,blue-collar,married,secondary,0,125,0,0,unknown,26,may,679,2,-1,0,unknown,1,-0.42155534045431997,Saldo Medio
140,28.0,self-employed,single,tertiary,0,0,1,0,unknown,26,may,1560,2,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
141,32.0,admin.,single,secondary,0,620,1,0,unknown,26,may,1234,3,-1,0,unknown,1,-0.2725514447926193,Saldo Medio Alto
142,37.0,blue-collar,divorced,secondary,0,316,1,0,unknown,26,may,642,2,-1,0,unknown,1,-0.36406090798687585,Saldo Medio
143,34.0,management,married,tertiary,0,2287,1,0,unknown,26,may,895,4,-1,0,unknown,1,0.22924551292062323,Saldo Alto
144,38.0,admin.,divorced,secondary,0,198,1,0,unknown,26,may,431,2,-1,0,unknown,1,-0.399581028568857,Saldo Medio
145,28.0,admin.,single,secondary,0,460,1,0,unknown,26,may,741,6,-1,0,unknown,1,-0.3207143201580175,Saldo Medio
146,31.0,management,divorced,tertiary,0,1145,1,0,unknown,26,may,1272,4,-1,0,unknown,1,-0.11451700999990642,Saldo Medio Alto
147,59.0,services,married,secondary,0,-22,1,0,unknown,26,may,748,3,-1,0,unknown,1,-0.4658049821962795,Saldo Bajo
148,24.0,blue-collar,married,secondary,0,685,1,0,unknown,26,may,896,3,-1,0,unknown,1,-0.25298527667542625,Saldo Medio Alto
149,26.0,services,single,secondary,0,901,1,0,unknown,26,may,764,2,-1,0,unknown,1,-0.18796539493213868,Saldo Medio Alto
150,59.0,retired,single,secondary,0,351,1,0,unknown,27,may,1063,5,-1,0,unknown,1,-0.35352527900069497,Saldo Medio
151,30.0,entrepreneur,single,primary,0,0,1,1,unknown,27,may,1051,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
152,37.0,admin.,married,secondary,0,274,1,0,unknown,27,may,731,3,-1,0,unknown,1,-0.3767036627702929,Saldo Medio
153,30.0,admin.,single,secondary,0,-213,1,1,unknown,27,may,751,1,-1,0,unknown,1,-0.5232994146637236,Saldo Bajo
154,25.0,blue-collar,married,secondary,0,97,1,0,unknown,27,may,709,1,-1,0,unknown,1,-0.42998384364326464,Saldo Bajo
155,44.0,services,divorced,secondary,0,51,1,1,unknown,27,may,3094,2,-1,0,unknown,1,-0.44383067031081663,Saldo Bajo
156,29.0,management,married,tertiary,0,314,0,0,unknown,28,may,938,2,-1,0,unknown,1,-0.36466294392894333,Saldo Medio
157,26.0,management,single,tertiary,0,6840,1,0,unknown,28,may,1560,2,-1,0,unknown,1,1.5997803350372357,Saldo Muy Alto
158,26.0,technician,single,secondary,0,668,1,0,unknown,28,may,576,3,-1,0,unknown,1,-0.2581025821829998,Saldo Medio Alto
159,27.0,services,single,secondary,0,54,1,0,unknown,28,may,543,2,-1,0,unknown,1,-0.4429276163977154,Saldo Bajo
160,25.0,self-employed,single,secondary,0,1242,1,0,unknown,28,may,615,2,-1,0,unknown,1,-0.08531826680963377,Saldo Medio Alto
161,28.0,management,married,secondary,0,292,1,0,unknown,28,may,507,1,-1,0,unknown,1,-0.37128533929168556,Saldo Medio
162,23.0,services,single,secondary,0,665,1,0,unknown,28,may,1183,1,-1,0,unknown,1,-0.259005636096101,Saldo Medio Alto
163,34.0,management,single,tertiary,0,1058,1,0,unknown,28,may,864,2,-1,0,unknown,1,-0.1407055734798417,Saldo Medio Alto
164,28.0,student,single,secondary,0,949,1,0,unknown,28,may,1730,1,-1,0,unknown,1,-0.1735165323225192,Saldo Medio Alto
165,51.0,entrepreneur,married,unknown,0,606,1,0,unknown,28,may,560,9,-1,0,unknown,1,-0.2767656963870916,Saldo Medio Alto
166,35.0,blue-collar,married,secondary,0,0,1,1,unknown,29,may,543,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
167,35.0,admin.,married,secondary,0,404,1,0,unknown,29,may,539,1,-1,0,unknown,1,-0.3375713265359068,Saldo Medio
168,56.0,blue-collar,married,secondary,0,249,1,0,unknown,29,may,791,2,-1,0,unknown,1,-0.38422911204613636,Saldo Medio
169,45.0,unemployed,divorced,secondary,0,3354,1,0,unknown,29,may,746,1,-1,0,unknown,1,0.5504316880136224,Saldo Alto
170,60.0,blue-collar,divorced,secondary,0,0,1,0,unknown,29,may,1207,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
171,56.0,technician,married,secondary,0,589,1,0,unknown,29,may,535,2,-1,0,unknown,1,-0.28188300189466514,Saldo Medio Alto
172,27.0,management,single,tertiary,0,12956,1,0,unknown,29,may,789,3,-1,0,unknown,1,3.4408062458795823,Saldo Muy Alto
173,30.0,admin.,married,secondary,0,873,1,0,unknown,29,may,792,3,-1,0,unknown,1,-0.19639389812108338,Saldo Medio Alto
174,45.0,blue-collar,divorced,primary,0,594,1,0,unknown,29,may,833,2,-1,0,unknown,1,-0.28037791203949647,Saldo Medio Alto
175,29.0,blue-collar,single,secondary,0,-20,1,0,unknown,29,may,814,2,-1,0,unknown,1,-0.46520294625421205,Saldo Bajo
176,38.0,management,divorced,tertiary,0,4692,1,0,unknown,29,may,1363,2,-1,0,unknown,1,0.9531937332567648,Saldo Muy Alto
177,30.0,blue-collar,married,secondary,0,486,1,0,unknown,29,may,1109,3,-1,0,unknown,1,-0.31288785291114024,Saldo Medio
178,44.0,blue-collar,single,primary,0,1593,1,0,unknown,29,may,828,3,-1,0,unknown,1,0.02033904102320853,Saldo Medio Alto
179,36.0,management,single,tertiary,0,7606,1,0,unknown,30,may,917,1,-1,0,unknown,1,1.8303601008490795,Saldo Muy Alto
180,38.0,technician,married,secondary,0,226,1,0,unknown,30,may,762,3,-1,0,unknown,1,-0.39115252537991235,Saldo Medio
181,36.0,blue-collar,single,secondary,0,366,1,1,unknown,30,may,1133,2,-1,0,unknown,1,-0.3490100094351889,Saldo Medio
182,37.0,management,divorced,secondary,0,16,1,0,unknown,30,may,638,1,-1,0,unknown,1,-0.45436629929699746,Saldo Bajo
183,35.0,management,single,tertiary,0,565,1,0,unknown,30,may,763,1,-1,0,unknown,1,-0.2891074331994749,Saldo Medio Alto
184,38.0,admin.,divorced,secondary,0,19,1,0,unknown,30,may,604,2,-1,0,unknown,1,-0.45346324538389626,Saldo Bajo
185,40.0,services,married,primary,0,1082,1,0,unknown,30,may,854,2,-1,0,unknown,1,-0.13348114217503196,Saldo Medio Alto
186,42.0,unemployed,divorced,secondary,0,1713,1,0,unknown,30,may,855,2,-1,0,unknown,1,0.05646119754725718,Saldo Alto
187,46.0,management,divorced,tertiary,0,14481,1,0,unknown,30,may,1269,1,-1,0,unknown,1,3.8998586517060336,Saldo Muy Alto
188,35.0,technician,divorced,secondary,0,5724,1,0,unknown,30,may,691,10,-1,0,unknown,1,1.2638442793635831,Saldo Muy Alto
189,34.0,technician,divorced,secondary,0,1451,1,0,unknown,30,may,1097,15,-1,0,unknown,1,-0.02240551086358237,Saldo Medio Alto
190,32.0,services,married,secondary,0,-34,1,0,unknown,30,may,1236,2,-1,0,unknown,1,-0.4694171978486844,Saldo Bajo
191,50.0,unemployed,married,secondary,0,3674,1,0,unknown,30,may,886,3,-1,0,unknown,1,0.6467574387444188,Saldo Alto
192,35.0,blue-collar,married,secondary,0,698,1,1,unknown,30,may,1343,3,-1,0,unknown,1,-0.24907204305198766,Saldo Medio Alto
193,36.0,technician,single,secondary,0,4136,1,0,unknown,30,may,812,3,-1,0,unknown,1,0.7858277413620061,Saldo Muy Alto
194,53.0,blue-collar,divorced,primary,0,2656,1,0,unknown,30,may,1980,2,-1,0,unknown,1,0.3403211442320728,Saldo Alto
195,46.0,management,single,tertiary,0,2904,1,0,unknown,30,may,984,2,-1,0,unknown,1,0.41497360104844,Saldo Alto
196,26.0,management,single,tertiary,0,1004,1,0,unknown,30,may,228,2,-1,0,unknown,1,-0.15696054391566358,Saldo Medio Alto
197,45.0,technician,single,secondary,0,410,1,0,unknown,30,may,891,4,-1,0,unknown,1,-0.3357652187097044,Saldo Medio
198,31.0,unemployed,divorced,primary,0,0,1,0,unknown,30,may,745,12,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
199,29.0,management,single,tertiary,0,0,1,0,unknown,30,may,539,12,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
200,53.0,entrepreneur,single,secondary,0,62,1,0,unknown,30,may,1044,5,-1,0,unknown,1,-0.44051947262944546,Saldo Bajo
201,27.0,blue-collar,married,primary,0,416,1,0,unknown,30,may,1193,2,-1,0,unknown,1,-0.333959110883502,Saldo Medio
202,39.0,management,married,tertiary,0,2763,1,0,unknown,2,jun,526,2,-1,0,unknown,1,0.3725300671326829,Saldo Alto
203,36.0,services,married,secondary,0,2984,1,0,unknown,2,jun,394,1,-1,0,unknown,1,0.4390550387311391,Saldo Alto
204,41.0,blue-collar,married,primary,0,143,1,1,unknown,2,jun,659,2,-1,0,unknown,1,-0.41613701697571265,Saldo Medio
205,36.0,services,married,primary,0,0,1,0,unknown,2,jun,1036,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
