id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
9397,39,services,single,secondary,no,326,yes,no,unknown,27,may,115,1,-1,0,unknown,no
9398,31,management,single,secondary,no,453,yes,no,unknown,9,may,384,2,-1,0,unknown,no
9399,27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,0,unknown,no
9400,41,management,married,tertiary,no,4063,yes,no,cellular,12,may,14,5,172,2,failure,no
9401,45,technician,married,secondary,no,2403,no,no,cellular,21,nov,207,1,-1,0,unknown,no
9402,28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,no
9403,39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no
9404,31,technician,single,tertiary,no,424,no,no,cellular,29,jan,106,1,161,2,failure,no
9405,31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,-1,0,unknown,no
9406,31,admin.,single,secondary,no,387,yes,no,cellular,13,may,228,2,370,1,failure,no
9407,35,technician,single,primary,no,744,yes,no,cellular,7,apr,1096,1,-1,0,unknown,no
9408,32,technician,single,NULL,no,696,no,yes,cellular,13,aug,101,4,105,4,failure,no
9409,49,management,married,tertiary,no,4594,no,no,cellular,11,aug,157,3,-1,0,unknown,no
9410,42,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,109,3,-1,0,unknown,no
9411,31,management,single,tertiary,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no
9412,35,services,single,secondary,no,1239,yes,no,cellular,5,may,60,2,347,1,failure,no
9413,31,technician,single,secondary,no,354,no,yes,cellular,22,aug,186,2,-1,0,unknown,no
9414,45,admin.,single,secondary,no,375,no,yes,unknown,22,sep,10,1,594,6,failure,no
9415,24,blue-collar,single,secondary,no,3,yes,no,cellular,15,may,311,1,-1,0,unknown,no
9416,49,self-employed,divorced,secondary,no,6116,yes,no,cellular,21,nov,43,1,-1,0,unknown,no
9417,36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,-1,0,unknown,no
9418,28,blue-collar,single,tertiary,no,727,yes,no,unknown,6,jun,144,4,-1,0,unknown,no
9419,54,retired,married,secondary,no,3846,yes,yes,unknown,19,jun,216,2,-1,0,unknown,no
9420,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,no
9421,34,management,divorced,tertiary,no,1173,no,yes,cellular,18,jul,93,1,-1,0,unknown,no
9422,40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,0,unknown,no
9423,32,admin.,single,tertiary,no,328,yes,yes,unknown,26,jun,271,1,-1,0,unknown,no
9424,41,admin.,married,secondary,no,0,yes,no,cellular,17,nov,595,2,-1,0,unknown,no
9425,38,services,single,primary,no,-87,yes,no,cellular,13,may,531,1,-1,0,unknown,no
9426,35,admin.,single,secondary,no,2830,no,no,unknown,20,jun,22,12,-1,0,unknown,no
9427,31,technician,married,secondary,no,4,no,no,unknown,20,may,199,4,-1,0,unknown,no
9428,47,entrepreneur,married,secondary,no,0,no,no,unknown,19,jun,563,2,-1,0,unknown,no
9429,41,admin.,married,secondary,no,80,no,no,cellular,19,nov,202,1,-1,0,unknown,no
9430,29,admin.,single,secondary,no,2768,yes,no,unknown,2,jun,121,4,-1,0,unknown,no
9431,33,management,married,tertiary,no,5,yes,no,unknown,7,aug,12,1,-1,0,unknown,no
9432,89,retired,married,tertiary,no,553,no,no,telephone,19,aug,2027,5,-1,0,unknown,no
9433,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,-1,0,unknown,no
9434,72,retired,married,primary,no,2079,no,no,cellular,13,aug,100,1,191,3,other,no
9435,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
9436,41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no
9437,39,housemaid,married,primary,no,34,yes,no,cellular,14,jul,377,3,-1,0,unknown,no
9438,41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no
9439,31,blue-collar,married,primary,no,292,yes,yes,unknown,30,may,30,18,-1,0,unknown,no
9440,32,services,married,secondary,no,144,yes,no,unknown,19,may,260,11,-1,0,unknown,no
9441,52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no
9442,41,entrepreneur,married,tertiary,no,121,yes,no,cellular,5,may,456,1,287,1,failure,no
9443,45,management,married,tertiary,no,904,yes,yes,unknown,20,jun,14,9,-1,0,unknown,no
9444,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
9445,32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no
9446,35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,-1,0,unknown,no
9447,54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown,no
9448,41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,174,2,-1,0,unknown,no
9449,42,blue-collar,married,primary,no,260,NULL,no,telephone,31,jul,175,2,-1,0,unknown,no
9450,59,management,divorced,tertiary,no,258,yes,no,cellular,20,apr,33,1,173,1,success,no
9451,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
9452,32,services,single,secondary,no,72,no,no,cellular,28,jul,88,9,-1,0,unknown,no
9453,56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,no
9454,50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,124,4,113,8,failure,no
9455,45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,0,unknown,no
9456,59,retired,married,secondary,no,5744,no,no,unknown,18,jun,632,1,-1,0,unknown,no
9457,47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,no
9458,54,management,single,secondary,no,602,no,no,cellular,30,jul,101,2,-1,0,unknown,no
9459,40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,no
9460,37,management,married,tertiary,no,5016,no,no,cellular,8,aug,119,1,-1,0,unknown,no
9461,29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,0,unknown,no
9462,36,blue-collar,married,primary,no,156,yes,no,cellular,21,nov,219,2,-1,0,unknown,no
9463,33,management,married,tertiary,no,0,yes,no,cellular,9,jul,310,1,-1,0,unknown,no
9464,32,management,divorced,tertiary,no,12,no,no,cellular,17,jul,321,1,-1,0,unknown,no
9465,53,technician,married,secondary,no,7984,yes,no,cellular,2,feb,151,1,-1,0,unknown,no
9466,33,services,married,secondary,no,255,yes,yes,cellular,21,nov,588,2,184,2,failure,no
9467,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
9468,43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,no
9469,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,15,may,217,1,176,1,failure,no
9470,52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,0,unknown,no
9471,48,blue-collar,divorced,secondary,no,-314,yes,no,cellular,18,may,7,5,-1,0,unknown,no
9472,NULL,management,married,tertiary,no,552,no,no,cellular,28,jul,761,8,-1,0,unknown,no
9473,31,technician,married,secondary,no,465,yes,no,cellular,12,may,259,3,-1,0,unknown,no
9474,34,services,single,secondary,no,544,yes,no,unknown,27,may,257,2,-1,0,unknown,no
9475,54,blue-collar,married,primary,no,-636,yes,no,unknown,30,may,324,3,-1,0,unknown,no
9476,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
9477,55,unemployed,single,primary,no,274,no,no,cellular,9,feb,7,5,-1,0,unknown,no
9478,33,management,married,tertiary,no,1148,no,no,cellular,19,nov,299,1,-1,0,unknown,no
9479,50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,0,unknown,no
9480,59,retired,divorced,secondary,no,914,no,no,cellular,28,jan,192,1,-1,0,unknown,no
9481,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown,no
9482,45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,0,unknown,no
9483,32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,1,94,2,failure,no
9484,50,blue-collar,married,unknown,no,605,yes,no,unknown,15,may,200,1,-1,0,unknown,no
9485,58,blue-collar,married,secondary,no,1457,yes,no,cellular,8,jul,144,4,-1,0,unknown,no
9486,38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,691,1,-1,0,unknown,no
9487,57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,0,unknown,no
9488,31,blue-collar,married,secondary,no,812,yes,no,cellular,23,sep,245,1,-1,0,unknown,no
9489,69,retired,married,primary,no,324,no,no,cellular,12,aug,875,1,189,4,success,no
9490,26,admin.,single,secondary,no,1327,no,no,cellular,30,mar,171,4,-1,0,unknown,no
9491,30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,1,-1,0,unknown,no
9492,49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,2,-1,0,unknown,no
9493,36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,0,unknown,no
9494,37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,2,other,no
9495,55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,2,-1,0,unknown,no
9496,36,management,single,tertiary,no,-38,yes,no,unknown,14,may,784,1,-1,0,unknown,no
9497,31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,6,failure,no
9498,30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,-1,0,unknown,no
9499,36,services,married,secondary,no,0,yes,yes,cellular,15,jul,201,4,-1,0,unknown,no
9500,50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,no
9501,53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,no
9502,39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,0,unknown,no
9503,31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,114,2,-1,0,unknown,no
9504,49,blue-collar,married,primary,no,1898,no,no,cellular,21,aug,159,1,-1,0,unknown,no
9505,35,services,married,secondary,no,142,yes,no,cellular,20,nov,315,2,196,4,failure,no
9506,45,blue-collar,married,primary,no,4696,no,no,unknown,17,jun,99,1,-1,0,unknown,no
9507,30,management,single,secondary,no,135,no,no,cellular,14,aug,112,2,-1,0,unknown,no
9508,47,self-employed,married,primary,no,574,yes,no,cellular,20,nov,137,5,-1,0,unknown,no
9509,37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,14,8,185,1,other,no
9510,35,technician,married,tertiary,no,703,no,no,cellular,20,apr,169,1,-1,0,unknown,no
9511,41,management,single,tertiary,no,0,no,no,cellular,7,aug,91,2,-1,0,unknown,no
9512,35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,173,8,-1,0,unknown,no
9513,60,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown,no
9514,58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,3,-1,0,unknown,no
9515,28,management,married,tertiary,no,22,yes,no,cellular,31,jul,59,3,-1,0,unknown,no
9516,57,unemployed,married,secondary,no,890,no,no,cellular,5,feb,343,4,-1,0,unknown,no
9517,35,management,married,tertiary,no,451,yes,no,cellular,17,apr,220,6,-1,0,unknown,no
9518,54,admin.,married,tertiary,no,59,yes,no,cellular,10,jul,268,1,-1,0,unknown,no
9519,31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,2,-1,0,unknown,no
9520,32,blue-collar,single,secondary,no,15341,no,no,unknown,21,may,738,3,-1,0,unknown,no
9521,56,admin.,single,secondary,no,-273,no,no,cellular,8,jul,119,2,-1,0,unknown,no
9522,35,self-employed,married,tertiary,yes,28,no,yes,cellular,8,jul,259,1,-1,0,unknown,no
9523,33,blue-collar,married,secondary,no,58,no,no,unknown,16,may,144,2,-1,0,unknown,no
9524,50,technician,married,secondary,no,103,yes,no,cellular,3,feb,109,4,267,6,failure,no
9525,46,management,single,secondary,no,244,yes,no,unknown,15,may,244,1,-1,0,unknown,no
9526,35,services,married,secondary,no,0,no,no,unknown,9,jun,115,4,-1,0,unknown,no
9527,49,admin.,married,secondary,no,880,yes,yes,cellular,18,may,22,3,-1,0,unknown,no
9528,56,management,divorced,tertiary,no,-141,no,no,cellular,28,jul,101,4,-1,0,unknown,no
9529,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,-1,0,unknown,no
9530,37,entrepreneur,married,primary,no,62,no,no,cellular,31,jul,404,2,-1,0,unknown,no
9531,30,blue-collar,single,secondary,no,148,no,no,cellular,2,apr,206,1,-1,0,unknown,no
9532,34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,-1,0,unknown,no
9533,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
9534,32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,-1,0,unknown,no
9535,29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,2,-1,0,unknown,no
9536,50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,no
9537,58,technician,single,secondary,no,382,no,no,cellular,13,aug,460,2,-1,0,unknown,no
9538,30,management,married,tertiary,no,1390,no,no,cellular,20,aug,552,4,-1,0,unknown,no
9539,52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,124,1,-1,0,unknown,no
9540,39,management,married,tertiary,no,22,yes,no,unknown,2,jun,493,1,-1,0,unknown,no
9541,43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
9542,51,technician,married,secondary,no,130,no,no,cellular,22,aug,547,3,-1,0,unknown,no
9543,38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,4,-1,0,unknown,no
9544,30,self-employed,single,secondary,no,1031,no,no,unknown,20,oct,7,1,-1,0,unknown,no
9545,52,management,divorced,primary,no,92,no,yes,cellular,16,jul,469,7,-1,0,unknown,no
9546,40,technician,married,tertiary,no,1063,yes,yes,cellular,19,aug,264,2,-1,0,unknown,no
9547,37,technician,married,secondary,no,0,yes,yes,cellular,15,jul,101,3,-1,0,unknown,no
9548,30,blue-collar,married,secondary,no,282,yes,yes,unknown,23,may,148,2,-1,0,unknown,no
9549,51,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,1,-1,0,unknown,no
9550,27,technician,single,secondary,no,16,no,no,unknown,19,may,193,1,-1,0,unknown,no
9551,35,blue-collar,married,secondary,no,975,yes,no,cellular,16,jul,102,1,-1,0,unknown,no
9552,47,admin.,married,tertiary,no,12276,no,no,unknown,20,jun,77,5,-1,0,unknown,no
9553,29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,no
9554,NULL,admin.,married,secondary,no,1648,yes,no,cellular,19,nov,172,3,-1,0,unknown,no
9555,43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure,no
9556,31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no
9557,54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,373,4,-1,0,unknown,no
9558,59,housemaid,married,secondary,no,1040,no,no,cellular,5,aug,123,2,-1,0,unknown,no
9559,51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
9560,32,management,married,tertiary,no,62,yes,no,telephone,13,nov,45,1,-1,0,unknown,no
9561,42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,1,-1,0,unknown,no
9562,46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,no
9563,30,technician,single,secondary,no,925,no,no,cellular,20,nov,240,1,-1,0,unknown,no
9564,42,management,divorced,primary,no,0,yes,no,cellular,19,nov,73,5,-1,0,unknown,no
9565,39,blue-collar,married,primary,no,867,yes,no,unknown,7,may,481,1,-1,0,unknown,no
9566,31,management,single,tertiary,no,-201,yes,no,cellular,22,aug,81,4,-1,0,unknown,no
9567,35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,245,2,-1,0,unknown,no
9568,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no
9569,42,technician,divorced,secondary,no,0,yes,no,unknown,28,may,471,2,-1,0,unknown,no
9570,57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,3,-1,0,unknown,no
9571,38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,-1,0,unknown,no
9572,29,blue-collar,single,secondary,no,2806,no,no,cellular,15,oct,294,1,93,5,other,no
9573,46,management,married,secondary,no,-27,yes,no,cellular,6,may,289,1,-1,0,unknown,no
9574,48,management,married,tertiary,no,2498,no,no,cellular,14,aug,98,2,-1,0,unknown,no
9575,33,technician,married,secondary,no,390,no,no,cellular,13,aug,460,2,-1,0,unknown,no
9576,59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,1,-1,0,unknown,no
9577,23,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502,2,-1,0,unknown,no
9578,37,blue-collar,married,secondary,no,288,yes,no,cellular,5,may,159,6,-1,0,unknown,no
9579,40,technician,single,secondary,no,822,yes,yes,cellular,29,jan,155,2,245,3,failure,no
9580,44,blue-collar,divorced,secondary,no,-222,yes,no,unknown,27,may,112,3,-1,0,unknown,no
9581,37,blue-collar,single,secondary,no,197,yes,no,unknown,16,may,251,3,-1,0,unknown,no
9582,28,services,single,secondary,no,159,yes,no,telephone,12,may,345,2,-1,0,unknown,no
9583,39,technician,single,secondary,no,681,yes,no,unknown,5,jun,170,1,-1,0,unknown,no
9584,57,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,125,2,-1,0,unknown,no
9585,38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,1,-1,0,unknown,no
9586,60,blue-collar,married,secondary,no,414,no,no,cellular,4,feb,147,1,-1,0,unknown,no
9587,38,management,divorced,tertiary,no,151,yes,no,cellular,17,jul,50,1,-1,0,unknown,no
9588,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,no
9589,32,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,198,2,-1,0,unknown,no
9590,35,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,2,-1,0,unknown,no
9591,30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,unknown,no
9592,37,blue-collar,married,secondary,no,740,yes,no,cellular,7,may,434,3,342,2,failure,no
9593,36,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206,6,-1,0,unknown,no
9594,34,admin.,single,secondary,no,1581,yes,yes,unknown,20,may,52,11,-1,0,unknown,no
9595,28,blue-collar,married,secondary,no,708,yes,no,unknown,6,jun,339,5,-1,0,unknown,no
9596,37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,72,1,-1,0,unknown,no
9597,31,services,single,secondary,no,671,yes,no,unknown,7,may,193,3,-1,0,unknown,no
9598,34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,1,-1,0,unknown,no
9599,28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
9600,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,no
9601,80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,1,-1,0,unknown,no
9602,59,retired,married,secondary,no,1035,yes,yes,cellular,5,aug,223,1,-1,0,unknown,no
9603,54,management,married,tertiary,no,1114,yes,no,cellular,21,nov,1195,2,175,1,other,no
9604,29,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,2,-1,0,unknown,no
9605,39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,4,-1,0,unknown,no
9606,30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,3,-1,0,unknown,no
9607,41,services,divorced,secondary,no,727,yes,no,cellular,11,may,246,1,-1,0,unknown,no
9608,48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,1,-1,0,unknown,no
9609,26,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,820,3,-1,0,unknown,no
9610,55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,3,-1,0,unknown,no
9611,36,admin.,single,secondary,no,206,yes,no,unknown,8,may,183,1,-1,0,unknown,no
9612,31,services,married,secondary,no,-414,yes,no,cellular,6,may,1369,3,-1,0,unknown,no
9613,35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown,no
9614,30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,1,-1,0,unknown,no
9615,26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,235,3,262,5,failure,no
9616,32,management,married,tertiary,no,927,no,no,cellular,8,oct,282,1,-1,0,unknown,no
9617,43,blue-collar,divorced,primary,no,515,yes,no,cellular,18,nov,182,1,-1,0,unknown,no
9618,48,admin.,married,secondary,no,1060,yes,no,cellular,20,apr,87,2,318,3,failure,no
9619,49,technician,married,secondary,no,308,no,no,cellular,27,jul,266,5,-1,0,unknown,no
9620,34,blue-collar,married,secondary,no,808,yes,yes,cellular,17,jul,20,3,-1,0,unknown,no
9621,27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,2,-1,0,unknown,no
9622,31,admin.,single,secondary,no,396,yes,no,unknown,19,may,104,1,-1,0,unknown,no
9623,35,technician,single,secondary,no,-89,yes,no,cellular,15,may,75,1,368,1,failure,no
9624,40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,1,-1,0,unknown,no
9625,39,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
9626,19,student,single,unknown,no,60,no,no,cellular,14,aug,253,1,-1,0,unknown,no
9627,40,services,married,secondary,no,695,yes,no,cellular,11,may,270,1,348,10,failure,no
9628,25,admin.,single,tertiary,no,1141,yes,no,cellular,5,may,718,1,347,1,failure,no
9629,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no
9630,62,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,1,-1,0,unknown,no
9631,27,services,married,secondary,no,0,yes,no,cellular,23,jul,198,13,-1,0,unknown,no
9632,40,technician,married,secondary,no,-28,yes,yes,unknown,30,may,289,2,-1,0,unknown,no
9633,56,management,married,tertiary,no,412,no,no,telephone,20,nov,179,6,-1,0,unknown,no
9634,33,management,married,tertiary,no,310,no,no,cellular,29,aug,179,2,-1,0,unknown,no
9635,52,blue-collar,married,secondary,no,1319,no,no,telephone,30,apr,37,2,-1,0,unknown,no
9636,33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,unknown,no
9637,38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
9638,27,services,married,secondary,no,511,yes,no,unknown,30,jun,85,5,-1,0,unknown,no
9639,54,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,11,-1,0,unknown,no
9640,35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,-1,0,unknown,no
9641,41,blue-collar,single,primary,no,22,yes,no,unknown,14,may,152,1,-1,0,unknown,no
9642,28,blue-collar,single,secondary,no,0,no,yes,cellular,31,jul,11,21,-1,0,unknown,no
9643,55,management,divorced,tertiary,no,8044,yes,no,cellular,11,may,175,5,333,19,other,no
9644,56,admin.,single,secondary,no,1854,yes,no,telephone,7,may,45,1,342,2,failure,no
9645,33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no
9646,42,technician,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
9647,34,student,single,unknown,no,2321,no,no,cellular,9,nov,600,2,99,5,failure,no
9648,35,technician,single,secondary,no,144,no,no,cellular,22,jul,163,2,-1,0,unknown,no
9649,46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown,no
9650,31,self-employed,single,secondary,no,762,no,no,cellular,11,aug,312,3,-1,0,unknown,no
9651,48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,unknown,no
9652,38,technician,married,secondary,no,20,no,no,cellular,2,feb,147,1,-1,0,unknown,no
9653,47,services,married,secondary,no,2070,yes,yes,unknown,26,may,136,1,-1,0,unknown,no
9654,48,management,married,tertiary,no,308,yes,no,cellular,14,jul,125,5,-1,0,unknown,no
9655,57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no
9656,30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no
9657,39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,277,3,-1,0,unknown,no
9658,31,management,single,tertiary,no,713,no,no,cellular,28,aug,162,1,-1,0,unknown,no
9659,44,blue-collar,married,secondary,no,2885,yes,no,unknown,30,may,63,3,-1,0,unknown,no
9660,38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,1,-1,0,unknown,no
9661,58,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,1,-1,0,unknown,no
9662,42,management,married,tertiary,no,687,no,no,cellular,11,aug,667,2,-1,0,unknown,no
9663,33,management,married,secondary,no,333,no,no,cellular,28,aug,80,6,-1,0,unknown,no
9664,55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,2,-1,0,unknown,no
9665,34,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,317,1,-1,0,unknown,no
9666,30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,no
9667,35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,2,-1,0,unknown,no
9668,35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,83,2,144,1,failure,no
9669,56,retired,married,secondary,no,878,no,no,unknown,20,jun,123,3,-1,0,unknown,no
9670,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
9671,39,self-employed,divorced,secondary,no,0,yes,no,unknown,23,may,210,2,-1,0,unknown,no
9672,36,admin.,married,secondary,no,110,yes,no,telephone,4,feb,185,1,-1,0,unknown,no
9673,35,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,159,3,-1,0,unknown,no
9674,34,housemaid,single,primary,no,443,no,no,cellular,30,jan,10,1,2,1,other,no
9675,28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,no
9676,37,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109,1,-1,0,unknown,no
9677,57,technician,married,secondary,no,1753,yes,no,cellular,7,may,539,1,-1,0,unknown,no
9678,34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,1,-1,0,unknown,no
9679,38,management,single,tertiary,no,427,yes,no,cellular,18,nov,253,1,182,1,failure,no
9680,48,technician,married,primary,no,788,no,no,telephone,9,jul,36,2,-1,0,unknown,no
9681,35,admin.,married,secondary,no,0,no,no,cellular,7,jul,78,11,-1,0,unknown,no
9682,40,blue-collar,married,primary,yes,-509,yes,no,unknown,23,may,298,1,-1,0,unknown,no
9683,48,services,divorced,primary,no,-110,no,yes,unknown,19,jun,164,2,-1,0,unknown,no
9684,54,blue-collar,married,primary,no,244,yes,no,cellular,29,jul,337,2,-1,0,unknown,no
9685,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
9686,38,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,7,-1,0,unknown,no
9687,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
9688,44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,11,-1,0,unknown,no
9689,60,admin.,married,secondary,no,7336,no,no,cellular,31,mar,494,1,-1,0,unknown,no
