id,age,job,marital,education,is_in_default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_normalizado,estado_balance
24,43.0,management,divorced,tertiary,0.0,388,1,0,unknown,8,may,2087,2,-1,0,unknown,1,-0.342741635818415,Saldo Medio
25,43.0,blue-collar,married,primary,0.0,-192,1,0,unknown,8,may,1120,2,-1,0,unknown,1,-0.5190058579854414,Saldo Bajo
26,37.0,unemployed,single,secondary,0.0,381,1,0,unknown,8,may,985,2,-1,0,unknown,1,-0.3448689626376722,Saldo Medio
27,35.0,blue-collar,single,secondary,0.0,40,1,0,unknown,9,may,617,4,-1,0,unknown,1,-0.44850016911863083,Saldo Bajo
28,31.0,technician,single,tertiary,0.0,22,1,0,unknown,9,may,483,3,-1,0,unknown,1,-0.4539704380824351,Saldo Bajo
29,43.0,blue-collar,single,secondary,0.0,3,1,0,unknown,9,may,929,3,-1,0,unknown,1,-0.4597446108775618,Saldo Bajo
30,31.0,admin.,married,secondary,0.0,307,1,0,unknown,9,may,538,1,-1,0,unknown,1,-0.3673578461555342,Saldo Medio
31,28.0,blue-collar,single,secondary,0.0,759,1,0,unknown,9,may,710,1,-1,0,unknown,1,-0.22999331439778262,Saldo Medio Alto
32,32.0,blue-collar,married,secondary,1.0,-1,1,0,unknown,9,may,653,1,-1,0,unknown,1,-0.46096022620285165,Saldo Bajo
33,60.0,technician,married,primary,0.0,65,1,0,unknown,9,may,1028,2,-1,0,unknown,1,-0.4409025733355693,Saldo Bajo
34,26.0,blue-collar,single,secondary,0.0,82,1,0,unknown,9,may,654,1,-1,0,unknown,1,-0.4357362082030875,Saldo Bajo
35,40.0,blue-collar,married,secondary,0.0,10,1,0,unknown,9,may,1692,2,-1,0,unknown,1,-0.4576172840583046,Saldo Bajo
36,33.0,blue-collar,divorced,primary,0.0,390,1,0,unknown,9,may,665,2,-1,0,unknown,1,-0.3421338281557701,Saldo Medio
37,32.0,management,single,tertiary,0.0,311,0,0,unknown,12,may,757,2,-1,0,unknown,1,-0.3661422308302444,Saldo Medio
38,35.0,blue-collar,married,primary,0.0,414,0,0,unknown,13,may,504,4,-1,0,unknown,1,-0.3348401362040311,Saldo Medio
39,33.0,management,divorced,secondary,0.0,5,1,0,unknown,13,may,1346,1,-1,0,unknown,1,-0.4591368032149169,Saldo Bajo
40,38.0,management,married,tertiary,0.0,119,1,0,unknown,13,may,568,4,-1,0,unknown,1,-0.42449176644415654,Saldo Bajo
41,23.0,entrepreneur,single,primary,0.0,4,1,0,unknown,13,may,395,2,-1,0,unknown,1,-0.45944070704623935,Saldo Bajo
42,60.0,blue-collar,married,primary,0.0,1262,1,1,unknown,13,may,1015,1,-1,0,unknown,1,-0.0771296872425856,Saldo Medio Alto
43,48.0,management,married,tertiary,0.0,1949,1,0,unknown,13,may,683,2,-1,0,unknown,1,0.1316522448759439,Saldo Alto
44,45.0,entrepreneur,divorced,tertiary,0.0,-395,1,0,unknown,13,may,470,1,-1,0,unknown,1,-0.5806983357439006,Saldo Bajo
45,36.0,blue-collar,married,secondary,0.0,1165,1,0,unknown,13,may,1001,4,-1,0,unknown,1,-0.10660835888086415,Saldo Medio Alto
46,52.0,management,married,unknown,0.0,2240,1,0,unknown,13,may,845,1,-1,0,unknown,1,0.22008825979077956,Saldo Alto
47,35.0,blue-collar,divorced,primary,0.0,300,1,0,unknown,13,may,945,2,-1,0,unknown,1,-0.3694851729747914,Saldo Medio
48,43.0,technician,married,secondary,0.0,3285,1,0,unknown,13,may,1721,2,-1,0,unknown,1,0.5376677635227495,Saldo Alto
49,52.0,housemaid,married,secondary,0.0,3923,1,0,unknown,14,may,942,3,-1,0,unknown,1,0.7315584079064785,Saldo Alto
50,53.0,technician,divorced,primary,0.0,1443,1,0,unknown,14,may,476,1,-1,0,unknown,1,-0.022123093773220477,Saldo Medio Alto
51,48.0,blue-collar,divorced,primary,0.0,24,1,0,unknown,14,may,832,1,-1,0,unknown,1,-0.4533626304197902,Saldo Bajo
52,41.0,blue-collar,single,primary,0.0,1618,1,0,unknown,14,may,1553,1,-1,0,unknown,1,0.031060076708209892,Saldo Medio Alto
53,39.0,management,divorced,tertiary,0.0,517,1,1,unknown,14,may,1328,1,-1,0,unknown,1,-0.3035380415778178,Saldo Medio
54,59.0,retired,married,secondary,0.0,1521,1,1,unknown,14,may,1125,2,-1,0,unknown,1,0.0015814050699313447,Saldo Medio Alto
55,41.0,blue-collar,married,secondary,0.0,2823,1,0,unknown,14,may,858,1,-1,0,unknown,1,0.3972641934517733,Saldo Alto
56,48.0,blue-collar,married,secondary,0.0,1405,1,0,unknown,14,may,629,2,-1,0,unknown,1,-0.03367143936347393,Saldo Medio Alto
57,40.0,admin.,married,secondary,0.0,1535,1,0,unknown,14,may,704,1,-1,0,unknown,1,0.005836058708445774,Saldo Medio Alto
58,48.0,blue-collar,married,secondary,0.0,1596,1,0,unknown,14,may,760,1,-1,0,unknown,1,0.02437419241911579,Saldo Medio Alto
59,60.0,retired,married,primary,0.0,1542,1,0,unknown,14,may,930,1,-1,0,unknown,1,0.007963385527702989,Saldo Medio Alto
60,40.0,technician,single,unknown,0.0,3652,1,0,unknown,14,may,1028,2,-1,0,unknown,1,0.6492004696180921,Saldo Alto
61,57.0,technician,married,tertiary,0.0,-1,0,0,unknown,14,may,850,2,-1,0,unknown,1,-0.46096022620285165,Saldo Bajo
62,51.0,blue-collar,married,secondary,0.0,7180,1,0,unknown,14,may,927,1,-1,0,unknown,1,1.721373186523728,Saldo Muy Alto
63,41.0,blue-collar,divorced,secondary,0.0,5291,1,0,unknown,14,may,1423,3,-1,0,unknown,1,1.1472988491556027,Saldo Muy Alto
64,41.0,blue-collar,married,secondary,0.0,1384,1,0,unknown,15,may,1162,4,-1,0,unknown,1,-0.04005341982124557,Saldo Medio Alto
65,52.0,blue-collar,divorced,primary,0.0,-191,1,0,unknown,15,may,755,1,-1,0,unknown,1,-0.5187019541541189,Saldo Bajo
66,59.0,blue-collar,married,primary,0.0,320,1,0,unknown,15,may,695,1,-1,0,unknown,1,-0.36340709634834223,Saldo Medio
67,44.0,blue-collar,married,unknown,0.0,146,1,0,unknown,15,may,483,1,-1,0,unknown,1,-0.4162863629984501,Saldo Medio
68,49.0,unknown,married,primary,0.0,341,1,1,unknown,15,may,520,2,-1,0,unknown,1,-0.35702511589057057,Saldo Medio
69,40.0,services,married,primary,0.0,-9,1,0,unknown,15,may,920,2,-1,0,unknown,1,-0.4633914568534313,Saldo Bajo
70,41.0,admin.,married,primary,0.0,-306,1,0,unknown,15,may,500,1,-1,0,unknown,1,-0.5536508947562018,Saldo Bajo
71,44.0,technician,married,tertiary,0.0,4580,1,0,unknown,15,may,911,2,-1,0,unknown,1,0.9312232250853342,Saldo Muy Alto
72,60.0,services,single,primary,0.0,313,1,0,unknown,15,may,920,2,-1,0,unknown,1,-0.36553442316759943,Saldo Medio
73,29.0,management,married,tertiary,0.0,10576,0,0,unknown,15,may,1224,2,-1,0,unknown,1,2.7534305976947997,Saldo Muy Alto
74,41.0,retired,divorced,primary,0.0,-233,1,0,unknown,15,may,1156,2,-1,0,unknown,1,-0.5314659150696622,Saldo Bajo
75,41.0,blue-collar,married,primary,0.0,2453,1,0,unknown,15,may,1052,1,-1,0,unknown,1,0.2848197758624634,Saldo Alto
76,42.0,technician,single,secondary,0.0,1364,1,0,unknown,15,may,1867,6,-1,0,unknown,1,-0.04613149644769476,Saldo Medio Alto
77,36.0,services,single,unknown,0.0,281,1,0,unknown,16,may,515,1,-1,0,unknown,1,-0.37525934576991815,Saldo Medio
78,39.0,technician,married,tertiary,0.0,94,1,1,unknown,16,may,813,1,-1,0,unknown,1,-0.432089362227218,Saldo Bajo
79,31.0,self-employed,single,tertiary,0.0,144,1,0,unknown,16,may,676,1,-1,0,unknown,1,-0.4168941706610951,Saldo Medio
80,26.0,blue-collar,married,secondary,0.0,246,1,0,unknown,16,may,1143,3,-1,0,unknown,1,-0.3858959798662042,Saldo Medio
81,31.0,blue-collar,married,secondary,0.0,92,1,0,unknown,16,may,688,1,-1,0,unknown,1,-0.43269716988986295,Saldo Bajo
82,29.0,admin.,single,secondary,0.0,163,1,1,unknown,16,may,803,1,-1,0,unknown,1,-0.4111199978659683,Saldo Medio
83,37.0,services,divorced,secondary,0.0,49,1,0,unknown,16,may,619,2,-1,0,unknown,1,-0.4457650346367287,Saldo Bajo
84,33.0,blue-collar,single,secondary,0.0,-416,1,0,unknown,16,may,767,2,-1,0,unknown,1,-0.5870803162016722,Saldo Bajo
85,24.0,technician,single,secondary,0.0,409,1,0,unknown,16,may,912,1,-1,0,unknown,1,-0.33635965536064333,Saldo Medio
86,50.0,admin.,divorced,secondary,0.0,363,1,0,unknown,16,may,1340,1,-1,0,unknown,1,-0.35033923160147645,Saldo Medio
87,27.0,technician,single,tertiary,0.0,3706,1,0,unknown,16,may,897,1,-1,0,unknown,1,0.6656112765095048,Saldo Alto
88,54.0,management,single,tertiary,0.0,4393,1,0,unknown,16,may,1297,3,-1,0,unknown,1,0.8743932086280344,Saldo Muy Alto
89,30.0,technician,single,secondary,0.0,863,1,0,unknown,16,may,1193,5,-1,0,unknown,1,-0.19838731594024686,Saldo Medio Alto
90,34.0,blue-collar,married,primary,0.0,695,1,1,unknown,16,may,1064,4,-1,0,unknown,1,-0.24944315960242,Saldo Medio Alto
91,37.0,management,single,secondary,0.0,792,1,0,unknown,16,may,1187,4,-1,0,unknown,1,-0.21996448796414145,Saldo Medio Alto
92,41.0,admin.,single,secondary,0.0,1020,1,0,unknown,19,may,882,1,-1,0,unknown,1,-0.15067441442262075,Saldo Medio Alto
93,47.0,blue-collar,married,secondary,0.0,863,1,0,unknown,19,may,943,2,-1,0,unknown,1,-0.19838731594024686,Saldo Medio Alto
94,31.0,admin.,married,secondary,0.0,97,1,0,unknown,19,may,607,1,-1,0,unknown,1,-0.43117765073325065,Saldo Bajo
95,31.0,blue-collar,married,secondary,0.0,754,1,0,unknown,19,may,1022,4,-1,0,unknown,1,-0.23151283355439492,Saldo Medio Alto
96,43.0,services,divorced,secondary,0.0,1040,1,0,unknown,19,may,552,3,-1,0,unknown,1,-0.14459633779617156,Saldo Medio Alto
97,37.0,management,divorced,tertiary,0.0,122,1,0,unknown,19,may,1622,2,-1,0,unknown,1,-0.42358005495018913,Saldo Medio
98,30.0,technician,single,tertiary,0.0,880,1,1,unknown,19,may,967,6,-1,0,unknown,1,-0.19322095080776505,Saldo Medio Alto
99,41.0,technician,married,secondary,0.0,501,1,0,unknown,19,may,579,5,-1,0,unknown,1,-0.3084005028789771,Saldo Medio
100,36.0,blue-collar,married,secondary,0.0,4438,1,0,unknown,20,may,446,1,-1,0,unknown,1,0.888068881037545,Saldo Muy Alto
101,35.0,blue-collar,divorced,secondary,0.0,0,1,0,unknown,20,may,1205,1,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
102,29.0,services,single,secondary,0.0,271,1,0,unknown,20,may,1882,2,-1,0,unknown,1,-0.3782983840831427,Saldo Medio
103,35.0,blue-collar,married,primary,0.0,102,1,0,unknown,20,may,1334,1,-1,0,unknown,1,-0.42965813157663835,Saldo Bajo
104,31.0,blue-collar,married,secondary,0.0,2,1,0,unknown,20,may,182,2,-1,0,unknown,1,-0.46004851470888425,Saldo Bajo
105,35.0,services,married,secondary,0.0,4170,1,0,unknown,20,may,1777,1,-1,0,unknown,1,0.806622654243126,Saldo Muy Alto
106,34.0,technician,single,secondary,0.0,85,1,0,unknown,20,may,1182,4,-1,0,unknown,1,-0.43482449670912016,Saldo Bajo
107,31.0,admin.,single,secondary,0.0,431,1,1,unknown,20,may,1045,1,-1,0,unknown,1,-0.32967377107154927,Saldo Medio
108,44.0,technician,divorced,secondary,0.0,982,1,0,unknown,20,may,650,3,-1,0,unknown,1,-0.1622227600128742,Saldo Medio Alto
109,36.0,blue-collar,married,primary,0.0,408,1,1,unknown,20,may,1063,2,-1,0,unknown,1,-0.33666355919196583,Saldo Medio
110,35.0,blue-collar,married,unknown,0.0,4822,1,0,unknown,20,may,843,2,-1,0,unknown,1,1.0047679522653694,Saldo Muy Alto
111,41.0,blue-collar,married,primary,0.0,1250,1,0,unknown,20,may,1392,2,-1,0,unknown,1,-0.08077653321845511,Saldo Medio Alto
112,31.0,blue-collar,single,primary,0.0,216,1,0,unknown,21,may,565,1,-1,0,unknown,1,-0.395013094805878,Saldo Medio
113,34.0,blue-collar,married,secondary,0.0,1207,1,0,unknown,21,may,905,1,-1,0,unknown,1,-0.09384439796532086,Saldo Medio Alto
114,32.0,technician,married,secondary,0.0,791,1,0,unknown,21,may,783,2,-1,0,unknown,1,-0.22026839179546392,Saldo Medio Alto
115,36.0,management,married,tertiary,0.0,849,1,1,unknown,21,may,958,2,-1,0,unknown,1,-0.20264196957876127,Saldo Medio Alto
116,30.0,blue-collar,single,secondary,1.0,239,1,0,unknown,21,may,412,1,-1,0,unknown,1,-0.3880233066854614,Saldo Medio
117,37.0,technician,single,secondary,0.0,1211,1,0,unknown,21,may,795,1,-1,0,unknown,1,-0.09262878264003102,Saldo Medio Alto
118,36.0,blue-collar,married,primary,0.0,599,1,0,unknown,21,may,649,2,-1,0,unknown,1,-0.2786179274093761,Saldo Medio Alto
119,31.0,management,single,tertiary,0.0,825,1,0,unknown,21,may,506,2,-1,0,unknown,1,-0.2099356615305003,Saldo Medio Alto
120,27.0,technician,married,secondary,0.0,2183,1,1,unknown,21,may,857,1,-1,0,unknown,1,0.20276574140539938,Saldo Alto
121,34.0,retired,married,primary,0.0,4499,0,0,unknown,21,may,1681,1,-1,0,unknown,1,0.906607014748215,Saldo Muy Alto
122,30.0,technician,single,tertiary,0.0,1289,1,0,unknown,21,may,1697,2,-1,0,unknown,1,-0.0689242837968792,Saldo Medio Alto
123,32.0,technician,single,tertiary,0.0,4665,1,0,unknown,21,may,860,2,-1,0,unknown,1,0.9570550507477432,Saldo Muy Alto
124,37.0,technician,single,secondary,0.0,3326,1,0,unknown,21,may,799,1,-1,0,unknown,1,0.5501278206069703,Saldo Alto
125,32.0,blue-collar,married,secondary,0.0,783,1,0,unknown,21,may,923,3,-1,0,unknown,1,-0.22269962244604358,Saldo Medio Alto
126,33.0,blue-collar,married,secondary,0.0,0,1,0,unknown,21,may,521,3,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
127,35.0,blue-collar,married,primary,0.0,994,1,0,unknown,23,may,1349,8,-1,0,unknown,1,-0.1585759140370047,Saldo Medio Alto
128,35.0,self-employed,divorced,tertiary,0.0,1354,1,0,unknown,23,may,736,2,-1,0,unknown,1,-0.04917053476091935,Saldo Medio Alto
129,30.0,blue-collar,single,secondary,0.0,239,1,0,unknown,23,may,785,1,-1,0,unknown,1,-0.3880233066854614,Saldo Medio
130,45.0,blue-collar,divorced,primary,0.0,-311,1,0,unknown,23,may,1030,1,-1,0,unknown,1,-0.555170413912814,Saldo Bajo
131,45.0,admin.,married,secondary,0.0,149,1,0,unknown,23,may,893,3,-1,0,unknown,1,-0.4153746515044828,Saldo Medio
132,33.0,blue-collar,married,secondary,0.0,1464,1,0,unknown,23,may,588,3,-1,0,unknown,1,-0.01574111331544883,Saldo Medio Alto
133,44.0,management,divorced,tertiary,0.0,5773,0,0,unknown,23,may,597,6,-1,0,unknown,1,1.293780495853028,Saldo Muy Alto
134,40.0,blue-collar,married,primary,0.0,278,1,0,unknown,23,may,1015,3,-1,0,unknown,1,-0.3761710572638855,Saldo Medio
135,31.0,blue-collar,married,secondary,0.0,2910,1,0,unknown,23,may,1392,2,-1,0,unknown,1,0.4237038267768273,Saldo Alto
136,30.0,technician,married,tertiary,0.0,541,1,0,unknown,26,may,414,2,-1,0,unknown,1,-0.2962443496260787,Saldo Medio
137,44.0,technician,divorced,secondary,0.0,1262,1,0,unknown,26,may,788,11,-1,0,unknown,1,-0.0771296872425856,Saldo Medio Alto
138,34.0,services,married,secondary,0.0,-538,1,0,unknown,26,may,682,1,-1,0,unknown,1,-0.6241565836230123,Saldo Bajo
139,37.0,blue-collar,married,secondary,0.0,125,0,0,unknown,26,may,679,2,-1,0,unknown,1,-0.4226683434562218,Saldo Medio
140,28.0,self-employed,single,tertiary,0.0,0,1,0,unknown,26,may,1560,2,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
141,32.0,admin.,single,secondary,0.0,620,1,0,unknown,26,may,1234,3,-1,0,unknown,1,-0.27223594695160447,Saldo Medio Alto
142,37.0,blue-collar,divorced,secondary,0.0,316,1,0,unknown,26,may,642,2,-1,0,unknown,1,-0.3646227116736321,Saldo Medio
143,34.0,management,married,tertiary,0.0,2287,1,0,unknown,26,may,895,4,-1,0,unknown,1,0.23437173986293514,Saldo Alto
144,38.0,admin.,divorced,secondary,0.0,198,1,0,unknown,26,may,431,2,-1,0,unknown,1,-0.40048336376968224,Saldo Medio
145,28.0,admin.,single,secondary,0.0,460,1,0,unknown,26,may,741,6,-1,0,unknown,1,-0.32086055996319796,Saldo Medio
146,31.0,management,divorced,tertiary,0.0,1145,1,0,unknown,26,may,1272,4,-1,0,unknown,1,-0.11268643550731333,Saldo Medio Alto
147,59.0,services,married,secondary,0.0,-22,1,0,unknown,26,may,748,3,-1,0,unknown,1,-0.4673422066606233,Saldo Bajo
148,24.0,blue-collar,married,secondary,0.0,685,1,0,unknown,26,may,896,3,-1,0,unknown,1,-0.2524821979156446,Saldo Medio Alto
149,26.0,services,single,secondary,0.0,901,1,0,unknown,26,may,764,2,-1,0,unknown,1,-0.1868389703499934,Saldo Medio Alto
150,59.0,retired,single,secondary,0.0,351,1,0,unknown,27,may,1063,5,-1,0,unknown,1,-0.353986077577346,Saldo Medio
151,30.0,entrepreneur,single,primary,0.0,0,1,1,unknown,27,may,1051,1,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
152,37.0,admin.,married,secondary,0.0,274,1,0,unknown,27,may,731,3,-1,0,unknown,1,-0.37738667258917535,Saldo Medio
153,30.0,admin.,single,secondary,0.0,-213,1,1,unknown,27,may,751,1,-1,0,unknown,1,-0.525387838443213,Saldo Bajo
154,25.0,blue-collar,married,secondary,0.0,97,1,0,unknown,27,may,709,1,-1,0,unknown,1,-0.43117765073325065,Saldo Bajo
155,44.0,services,divorced,secondary,0.0,51,1,1,unknown,27,may,3094,2,-1,0,unknown,1,-0.4451572269740838,Saldo Bajo
156,29.0,management,married,tertiary,0.0,314,0,0,unknown,28,may,938,2,-1,0,unknown,1,-0.365230519336277,Saldo Medio
157,26.0,management,single,tertiary,0.0,6840,1,0,unknown,28,may,1560,2,-1,0,unknown,1,1.618045883874092,Saldo Muy Alto
158,26.0,technician,single,secondary,0.0,668,1,0,unknown,28,may,576,3,-1,0,unknown,1,-0.2576485630481264,Saldo Medio Alto
159,27.0,services,single,secondary,0.0,54,1,0,unknown,28,may,543,2,-1,0,unknown,1,-0.44424551548011637,Saldo Bajo
160,25.0,self-employed,single,secondary,0.0,1242,1,0,unknown,28,may,615,2,-1,0,unknown,1,-0.08320776386903479,Saldo Medio Alto
161,28.0,management,married,secondary,0.0,292,1,0,unknown,28,may,507,1,-1,0,unknown,1,-0.3719164036253711,Saldo Medio
162,23.0,services,single,secondary,0.0,665,1,0,unknown,28,may,1183,1,-1,0,unknown,1,-0.2585602745420938,Saldo Medio Alto
163,34.0,management,single,tertiary,0.0,1058,1,0,unknown,28,may,864,2,-1,0,unknown,1,-0.1391260688323673,Saldo Medio Alto
164,28.0,student,single,secondary,0.0,949,1,0,unknown,28,may,1730,1,-1,0,unknown,1,-0.17225158644651536,Saldo Medio Alto
165,51.0,entrepreneur,married,unknown,0.0,606,1,0,unknown,28,may,560,9,-1,0,unknown,1,-0.2764906005901189,Saldo Medio Alto
166,35.0,blue-collar,married,secondary,0.0,0,1,1,unknown,29,may,543,1,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
167,35.0,admin.,married,secondary,0.0,404,1,0,unknown,29,may,539,1,-1,0,unknown,1,-0.33787917451725563,Saldo Medio
168,56.0,blue-collar,married,secondary,0.0,249,1,0,unknown,29,may,791,2,-1,0,unknown,1,-0.3849842683722368,Saldo Medio
169,45.0,unemployed,divorced,secondary,0.0,3354,1,0,unknown,29,may,746,1,-1,0,unknown,1,0.5586371278839992,Saldo Alto
170,60.0,blue-collar,divorced,secondary,0.0,0,1,0,unknown,29,may,1207,1,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
171,56.0,technician,married,secondary,0.0,589,1,0,unknown,29,may,535,2,-1,0,unknown,1,-0.2816569657226007,Saldo Medio Alto
172,27.0,management,single,tertiary,0.0,12956,1,0,unknown,29,may,789,3,-1,0,unknown,1,3.476721716242253,Saldo Muy Alto
173,30.0,admin.,married,secondary,0.0,873,1,0,unknown,29,may,792,3,-1,0,unknown,1,-0.19534827762702225,Saldo Medio Alto
174,45.0,blue-collar,divorced,primary,0.0,594,1,0,unknown,29,may,833,2,-1,0,unknown,1,-0.2801374465659884,Saldo Medio Alto
175,29.0,blue-collar,single,secondary,0.0,-20,1,0,unknown,29,may,814,2,-1,0,unknown,1,-0.46673439899797836,Saldo Bajo
176,38.0,management,divorced,tertiary,0.0,4692,1,0,unknown,29,may,1363,2,-1,0,unknown,1,0.9652604541934496,Saldo Muy Alto
177,30.0,blue-collar,married,secondary,0.0,486,1,0,unknown,29,may,1109,3,-1,0,unknown,1,-0.312959060348814,Saldo Medio
178,44.0,blue-collar,single,primary,0.0,1593,1,0,unknown,29,may,828,3,-1,0,unknown,1,0.02346248092514841,Saldo Medio Alto
179,36.0,management,single,tertiary,0.0,7606,1,0,unknown,30,may,917,1,-1,0,unknown,1,1.8508362186670957,Saldo Muy Alto
180,38.0,technician,married,secondary,0.0,226,1,0,unknown,30,may,762,3,-1,0,unknown,1,-0.3919740564926534,Saldo Medio
181,36.0,blue-collar,single,secondary,0.0,366,1,1,unknown,30,may,1133,2,-1,0,unknown,1,-0.3494275201075091,Saldo Medio
182,37.0,management,divorced,secondary,0.0,16,1,0,unknown,30,may,638,1,-1,0,unknown,1,-0.45579386107036984,Saldo Bajo
183,35.0,management,single,tertiary,0.0,565,1,0,unknown,30,may,763,1,-1,0,unknown,1,-0.2889506576743397,Saldo Medio Alto
184,38.0,admin.,divorced,secondary,0.0,19,1,0,unknown,30,may,604,2,-1,0,unknown,1,-0.45488214957640244,Saldo Bajo
185,40.0,services,married,primary,0.0,1082,1,0,unknown,30,may,854,2,-1,0,unknown,1,-0.13183237688062827,Saldo Medio Alto
186,42.0,unemployed,divorced,secondary,0.0,1713,1,0,unknown,30,may,855,2,-1,0,unknown,1,0.059930940683843525,Saldo Alto
187,46.0,management,divorced,tertiary,0.0,14481,1,0,unknown,30,may,1269,1,-1,0,unknown,1,3.940175059009003,Saldo Muy Alto
188,35.0,technician,divorced,secondary,0.0,5724,1,0,unknown,30,may,691,10,-1,0,unknown,1,1.2788892081182275,Saldo Muy Alto
189,34.0,technician,divorced,secondary,0.0,1451,1,0,unknown,30,may,1097,15,-1,0,unknown,1,-0.019691863122640804,Saldo Medio Alto
190,32.0,services,married,secondary,0.0,-34,1,0,unknown,30,may,1236,2,-1,0,unknown,1,-0.4709890526364928,Saldo Bajo
191,50.0,unemployed,married,secondary,0.0,3674,1,0,unknown,30,may,886,3,-1,0,unknown,1,0.6558863539071861,Saldo Alto
192,35.0,blue-collar,married,secondary,0.0,698,1,1,unknown,30,may,1343,3,-1,0,unknown,1,-0.24853144810845262,Saldo Medio Alto
193,36.0,technician,single,secondary,0.0,4136,1,0,unknown,30,may,812,3,-1,0,unknown,1,0.7962899239781623,Saldo Muy Alto
194,53.0,blue-collar,divorced,primary,0.0,2656,1,0,unknown,30,may,1980,2,-1,0,unknown,1,0.3465122536209226,Saldo Alto
195,46.0,management,single,tertiary,0.0,2904,1,0,unknown,30,may,984,2,-1,0,unknown,1,0.4218804037888925,Saldo Alto
196,26.0,management,single,tertiary,0.0,1004,1,0,unknown,30,may,228,2,-1,0,unknown,1,-0.15553687572378008,Saldo Medio Alto
197,45.0,technician,single,secondary,0.0,410,1,0,unknown,30,may,891,4,-1,0,unknown,1,-0.3360557515293209,Saldo Medio
198,31.0,unemployed,divorced,primary,0.0,0,1,0,unknown,30,may,745,12,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
199,29.0,management,single,tertiary,0.0,0,1,0,unknown,30,may,539,12,-1,0,unknown,1,-0.4606563223715292,Saldo Bajo
