,edad_kmeans,balance_kmeans,segmento,trabajo,estado civil,educación,hipoteca,edad,balance,depósito
75,-1.298871082715569,-0.6422157968702525,3,manual,casado,secundaria,sí,26,246,sí
76,-0.8656908048603483,-0.7568500335006946,3,manual,casado,secundaria,sí,31,92,sí
77,-1.0389629160024365,-0.7039991841451012,5,profesional,soltero,secundaria,sí,29,163,sí
78,-0.34587447143408356,-0.7888582943780258,3,manual,divorciado,secundaria,sí,37,49,sí
79,-0.69241869371826,-1.134994138749166,5,manual,soltero,secundaria,sí,33,-416,sí
80,-1.4721431938576572,-0.520882156800369,5,profesional,soltero,secundaria,sí,24,409,sí
81,0.7803942509894901,-0.555123552157514,1,profesional,divorciado,secundaria,sí,50,363,sí
82,-1.2122350271445248,1.9333326365150054,2,profesional,soltero,terciaria,sí,27,3706,sí
83,1.1269384732736667,2.1968425051330347,2,profesional,soltero,terciaria,sí,54,4393,sí
84,-0.9523268604313925,-0.1829344721885461,5,profesional,soltero,secundaria,sí,30,863,sí
85,-0.6057826381472159,-0.3079900030581193,3,manual,casado,primaria,sí,34,695,sí
86,-0.34587447143408356,-0.23578532154413956,5,profesional,soltero,secundaria,sí,37,792,sí
87,0.0006697508500929734,-0.06606710107829018,5,profesional,soltero,secundaria,sí,41,1020,sí
88,0.5204860842763578,-0.1829344721885461,3,manual,casado,secundaria,sí,47,863,sí
89,-0.8656908048603483,-0.7531281427010049,1,profesional,casado,secundaria,sí,31,97,sí
90,-0.8656908048603483,-0.2640716916217811,3,manual,casado,secundaria,sí,31,754,sí
91,0.17394186199218123,-0.05117953787953147,3,manual,divorciado,secundaria,sí,43,1040,sí
92,-0.34587447143408356,-0.7345186887025565,1,profesional,divorciado,terciaria,sí,37,122,sí
93,-0.9523268604313925,-0.1702800434696012,5,profesional,soltero,terciaria,sí,30,880,sí
94,0.0006697508500929734,-0.4523993660860789,1,profesional,casado,secundaria,sí,41,501,sí
95,-0.43251052700512765,2.1968425051330347,2,manual,casado,secundaria,sí,36,4438,sí
96,-0.5191465825761719,-0.8253328242149847,3,manual,divorciado,secundaria,sí,35,0,sí
97,-1.0389629160024365,-0.623606342871804,5,manual,soltero,secundaria,sí,29,271,sí
98,-0.5191465825761719,-0.7494062519013153,3,manual,casado,primaria,sí,35,102,sí
99,-0.8656908048603483,-0.8238440678951088,3,manual,casado,secundaria,sí,31,2,sí
100,-0.5191465825761719,2.1968425051330347,2,manual,casado,secundaria,sí,35,4170,sí
101,-0.6057826381472159,-0.7620606806202601,5,profesional,soltero,secundaria,sí,34,85,sí
102,-0.8656908048603483,-0.5045058372817344,5,profesional,soltero,secundaria,sí,31,431,sí
103,0.26057791756322535,-0.09435347115593175,1,profesional,divorciado,secundaria,sí,44,982,sí
104,-0.43251052700512765,-0.5216265349603069,3,manual,casado,primaria,sí,36,408,sí
105,0.0006697508500929734,0.10513987570743505,3,manual,casado,primaria,sí,41,1250,sí
106,-0.8656908048603483,-0.6645471416683906,5,manual,soltero,primaria,sí,31,216,sí
107,-0.6057826381472159,0.0731316148301038,3,manual,casado,secundaria,sí,34,1207,sí
108,-0.7790547492893042,-0.23652969970407747,1,profesional,casado,secundaria,sí,32,791,sí
109,-0.43251052700512765,-0.1933557664276772,1,profesional,casado,terciaria,sí,36,849,sí
110,-0.9523268604313925,-0.6474264439898181,5,manual,soltero,secundaria,sí,30,239,sí
111,-0.34587447143408356,0.07610912746985554,5,profesional,soltero,secundaria,sí,37,1211,sí
112,-0.43251052700512765,-0.37945030641216115,3,manual,casado,primaria,sí,36,599,sí
113,-0.8656908048603483,-0.21122084226618767,5,profesional,soltero,terciaria,sí,31,825,sí
114,-1.2122350271445248,0.7996446989295292,1,profesional,casado,secundaria,sí,27,2183,sí
115,-0.6057826381472159,2.1968425051330347,2,otro,casado,primaria,no,34,4499,sí
116,-0.9523268604313925,0.13417062394501453,5,profesional,soltero,terciaria,sí,30,1289,sí
117,-0.7790547492893042,2.1968425051330347,2,profesional,soltero,terciaria,sí,32,4665,sí
118,-0.34587447143408356,1.65046893573859,2,profesional,soltero,secundaria,sí,37,3326,sí
119,-0.7790547492893042,-0.24248472498358098,3,manual,casado,secundaria,sí,32,783,sí
120,-0.69241869371826,-0.8253328242149847,3,manual,casado,secundaria,sí,33,0,sí
121,-0.5191465825761719,-0.08542093323667652,3,manual,casado,primaria,sí,35,994,sí
122,-0.5191465825761719,0.18255520434098035,1,profesional,divorciado,terciaria,sí,35,1354,sí
123,-0.9523268604313925,-0.6474264439898181,5,manual,soltero,secundaria,sí,30,239,sí
124,0.3472139731342695,-1.0568344319556828,3,manual,divorciado,primaria,sí,45,-311,sí
125,0.3472139731342695,-0.7144204783842323,1,profesional,casado,secundaria,sí,45,149,sí
126,-0.69241869371826,0.2644368019341533,3,manual,casado,secundaria,sí,33,1464,sí
127,0.26057791756322535,2.1968425051330347,2,profesional,divorciado,terciaria,no,44,5773,sí
128,-0.08596630472095115,-0.6183956957522385,3,manual,casado,primaria,sí,40,278,sí
129,-0.8656908048603483,1.3408076212044084,3,manual,casado,secundaria,sí,31,2910,sí
130,-0.9523268604313925,-0.42262423968856144,1,profesional,casado,terciaria,sí,30,541,sí
131,0.26057791756322535,0.11407241362669027,1,profesional,divorciado,secundaria,sí,44,1262,sí
132,-0.6057826381472159,-1.225808274261594,3,manual,casado,secundaria,sí,34,-538,sí
133,-0.34587447143408356,-0.7322855542227428,3,manual,casado,secundaria,no,37,125,sí
134,-1.1255989715734807,-0.8253328242149847,5,profesional,soltero,terciaria,sí,28,0,sí
135,-0.7790547492893042,-0.3638183650534645,5,profesional,soltero,secundaria,sí,32,620,sí
136,-0.34587447143408356,-0.590109325674597,3,manual,divorciado,secundaria,sí,37,316,sí
137,-0.6057826381472159,0.8770600275630744,1,profesional,casado,terciaria,sí,34,2287,sí
138,-0.2592384158630394,-0.6779459485472734,1,profesional,divorciado,secundaria,sí,38,198,sí
139,-1.1255989715734807,-0.4829188706435342,5,profesional,soltero,secundaria,sí,28,460,sí
140,-0.8656908048603483,0.026980168913951785,1,profesional,divorciado,terciaria,sí,31,1145,sí
141,1.5601187511288874,-0.8417091437336193,3,manual,casado,secundaria,sí,59,-22,sí
142,-1.4721431938576572,-0.31543378465749866,3,manual,casado,secundaria,sí,24,685,sí
143,-1.298871082715569,-0.15464810211090455,5,manual,soltero,secundaria,sí,26,901,sí
144,1.5601187511288874,-0.5640560900767693,4,otro,soltero,secundaria,sí,59,351,sí
145,-0.9523268604313925,-0.8253328242149847,5,profesional,soltero,primaria,sí,30,0,sí
146,-0.34587447143408356,-0.6213732083919903,1,profesional,casado,secundaria,sí,37,274,sí
147,-0.9523268604313925,-0.983885372281765,5,profesional,soltero,secundaria,sí,30,-213,sí
148,-1.385507138286613,-0.7531281427010049,3,manual,casado,secundaria,sí,25,97,sí
149,0.26057791756322535,-0.78736953805815,3,manual,divorciado,secundaria,sí,44,51,sí
150,-1.0389629160024365,-0.5915980819944728,1,profesional,casado,terciaria,no,29,314,sí
151,-1.298871082715569,2.1968425051330347,2,profesional,soltero,terciaria,sí,26,6840,sí
152,-1.298871082715569,-0.3280882133764436,5,profesional,soltero,secundaria,sí,26,668,sí
153,-1.2122350271445248,-0.7851364035783361,5,manual,soltero,secundaria,sí,27,54,sí
154,-1.385507138286613,0.09918485042793156,5,profesional,soltero,secundaria,sí,25,1242,sí
155,-1.1255989715734807,-0.6079744015131074,1,profesional,casado,secundaria,sí,28,292,sí
156,-1.5587792494287014,-0.3303213478562574,5,manual,soltero,secundaria,sí,23,665,sí
157,-0.6057826381472159,-0.03778073100064863,5,profesional,soltero,terciaria,sí,34,1058,sí
158,-1.1255989715734807,-0.11891795043388363,5,otro,soltero,secundaria,sí,28,949,sí
159,-0.5191465825761719,-0.8253328242149847,3,manual,casado,secundaria,sí,35,0,sí
160,-0.5191465825761719,-0.5246040476000586,1,profesional,casado,secundaria,sí,35,404,sí
161,1.300210584415755,-0.6399826623904387,3,manual,casado,secundaria,sí,56,249,sí
162,0.3472139731342695,1.6713115242168521,2,otro,divorciado,secundaria,sí,45,3354,sí
163,1.6467548066999314,-0.8253328242149847,4,manual,divorciado,secundaria,sí,60,0,sí
164,1.300210584415755,-0.3868940880115405,4,profesional,casado,secundaria,sí,56,589,sí
165,-1.2122350271445248,2.1968425051330347,2,profesional,soltero,terciaria,sí,27,12956,sí
166,-0.9523268604313925,-0.17549069058916675,1,profesional,casado,secundaria,sí,30,873,sí
167,0.3472139731342695,-0.38317219721185086,3,manual,divorciado,primaria,sí,45,594,sí
168,-1.0389629160024365,-0.8402203874137434,5,manual,soltero,secundaria,sí,29,-20,sí
169,-0.2592384158630394,2.1968425051330347,2,profesional,divorciado,terciaria,sí,38,4692,sí
170,-0.9523268604313925,-0.4635650384851479,3,manual,casado,secundaria,sí,30,486,sí
171,0.26057791756322535,0.360461584566147,3,manual,soltero,primaria,sí,44,1593,sí
172,-0.43251052700512765,2.1968425051330347,2,profesional,soltero,terciaria,sí,36,7606,sí
173,-0.2592384158630394,-0.6571033600690113,1,profesional,casado,secundaria,sí,38,226,sí
174,-0.43251052700512765,-0.5528904176777002,5,manual,soltero,secundaria,sí,36,366,sí
175,-0.34587447143408356,-0.8134227736559777,1,profesional,divorciado,secundaria,sí,37,16,sí
176,-0.5191465825761719,-0.40475916385005095,5,profesional,soltero,terciaria,sí,35,565,sí
177,-0.2592384158630394,-0.8111896391761639,1,profesional,divorciado,secundaria,sí,38,19,sí
178,-0.08596630472095115,-0.01991565516213817,3,manual,casado,primaria,sí,40,1082,sí
179,0.08730580642113711,0.4497869637586993,3,otro,divorciado,secundaria,sí,42,1713,sí
180,0.43385002870531364,2.1968425051330347,2,profesional,divorciado,terciaria,sí,46,14481,sí
181,-0.5191465825761719,2.1968425051330347,2,profesional,divorciado,secundaria,sí,35,5724,sí
182,-0.6057826381472159,0.2547598858549601,1,profesional,divorciado,secundaria,sí,34,1451,sí
183,-0.7790547492893042,-0.8506416816528746,3,manual,casado,secundaria,sí,32,-34,sí
184,0.7803942509894901,1.9095125353969915,2,otro,casado,secundaria,sí,50,3674,sí
185,-0.5191465825761719,-0.30575686857830553,3,manual,casado,secundaria,sí,35,698,sí
186,-0.43251052700512765,2.1968425051330347,2,profesional,soltero,secundaria,sí,36,4136,sí
187,1.0403024177026226,1.1517355685801727,3,manual,divorciado,primaria,sí,53,2656,sí
188,0.43385002870531364,1.336341352244781,2,profesional,soltero,terciaria,sí,46,2904,sí
189,-1.298871082715569,-0.07797715163729717,5,profesional,soltero,terciaria,sí,26,1004,sí
190,0.3472139731342695,-0.520137778640431,5,profesional,soltero,secundaria,sí,45,410,sí
191,-0.8656908048603483,-0.8253328242149847,3,otro,divorciado,primaria,sí,31,0,sí
192,-1.0389629160024365,-0.8253328242149847,5,profesional,soltero,terciaria,sí,29,0,sí
193,1.0403024177026226,-0.7791813782988327,5,profesional,soltero,secundaria,sí,53,62,sí
194,-1.2122350271445248,-0.5156715096808034,3,manual,casado,primaria,sí,27,416,sí
195,-0.1726023602919953,1.2313840316935318,2,profesional,casado,terciaria,sí,39,2763,sí
196,-0.43251052700512765,1.3958916050398158,3,manual,casado,secundaria,sí,36,2984,sí
197,0.0006697508500929734,-0.7188867473438599,3,manual,casado,primaria,sí,41,143,sí
198,-0.43251052700512765,-0.8253328242149847,3,manual,casado,primaria,sí,36,0,sí
199,-0.7790547492893042,-0.3072456248981814,1,profesional,casado,secundaria,sí,32,696,sí
200,-0.5191465825761719,-0.7121873439044185,3,manual,casado,secundaria,sí,35,152,sí
201,-0.43251052700512765,-0.8833943206901437,5,profesional,soltero,terciaria,sí,36,-78,sí
202,-0.5191465825761719,-0.17995695954879437,1,profesional,casado,terciaria,sí,35,867,sí
203,-0.9523268604313925,-0.11594043779413189,5,manual,soltero,secundaria,sí,30,953,sí
204,0.08730580642113711,-0.4955732993624791,3,manual,casado,secundaria,sí,42,443,sí
205,0.08730580642113711,-1.665735766784914,5,profesional,soltero,secundaria,sí,42,-1129,sí
206,-0.7790547492893042,-0.5164158878407413,3,manual,casado,primaria,sí,32,415,sí
207,-1.0389629160024365,-0.6317945026311214,5,manual,soltero,secundaria,sí,29,260,sí
208,0.26057791756322535,-1.1312722479494763,1,profesional,divorciado,terciaria,sí,44,-411,sí
209,-0.7790547492893042,0.1267268423456352,5,profesional,soltero,secundaria,sí,32,1279,sí
210,-0.8656908048603483,-0.7613163024603222,1,otro,casado,secundaria,sí,31,86,sí
211,-0.08596630472095115,-1.3865939568081882,1,profesional,casado,secundaria,sí,40,-754,sí
212,0.17394186199218123,-0.8253328242149847,1,profesional,casado,secundaria,no,43,0,sí
213,-1.2122350271445248,-0.6928335117460321,5,profesional,soltero,secundaria,sí,27,178,sí
214,-0.34587447143408356,-0.6183956957522385,5,manual,soltero,secundaria,sí,37,278,sí
215,-1.5587792494287014,-0.508972106241362,5,manual,soltero,secundaria,sí,23,425,sí
216,-1.385507138286613,-0.7002772933454114,1,profesional,casado,primaria,sí,25,168,sí
217,-1.298871082715569,-0.8521304379727503,5,manual,soltero,secundaria,sí,26,-36,sí
218,0.5204860842763578,-0.7315411760628048,3,manual,divorciado,primaria,sí,47,126,sí
219,-0.5191465825761719,-0.8900937241295851,1,profesional,casado,secundaria,sí,35,-87,sí
220,-0.7790547492893042,2.1968425051330347,2,profesional,soltero,terciaria,sí,32,6281,sí
221,0.3472139731342695,-0.34595328921495405,1,profesional,divorciado,secundaria,sí,45,644,sí
222,-0.9523268604313925,-0.5447022579183829,1,profesional,divorciado,secundaria,sí,30,377,sí
223,-1.0389629160024365,-1.0270593055581654,5,manual,soltero,secundaria,sí,29,-271,sí
224,-0.2592384158630394,2.1968425051330347,2,manual,casado,primaria,sí,38,5839,sí
225,-1.5587792494287014,-0.4590987695255203,5,manual,soltero,secundaria,sí,23,492,sí
226,-1.2122350271445248,-0.751639386381129,5,profesional,soltero,terciaria,sí,27,99,sí
227,-1.2122350271445248,-1.3560744522507329,5,profesional,soltero,terciaria,sí,27,-713,sí
228,-1.0389629160024365,-0.8015127230969707,5,manual,soltero,secundaria,sí,29,32,sí
229,-0.9523268604313925,-0.42113548336868556,1,profesional,casado,terciaria,sí,30,543,sí
230,-0.43251052700512765,-0.5253484257599966,3,manual,casado,primaria,sí,36,403,sí
231,-0.5191465825761719,-0.5000395683221067,1,profesional,divorciado,secundaria,sí,35,437,sí
232,-0.43251052700512765,0.49370527519503754,3,manual,casado,secundaria,no,36,1772,sí
233,1.5601187511288874,-0.8908381022895231,4,otro,divorciado,primaria,sí,59,-88,sí
234,0.5204860842763578,-0.8253328242149847,1,profesional,casado,secundaria,no,47,0,sí
235,1.4734826955578433,-0.19037825378792547,4,profesional,casado,terciaria,no,58,853,sí
236,-0.34587447143408356,-0.6466820658298801,5,profesional,soltero,terciaria,no,37,240,sí
237,0.43385002870531364,-0.1933557664276772,5,profesional,soltero,secundaria,sí,46,849,sí
238,0.17394186199218123,-0.5886205693547211,3,manual,soltero,secundaria,sí,43,318,sí
239,-1.2122350271445248,-0.3020349777786158,5,profesional,soltero,terciaria,sí,27,703,sí
240,-0.2592384158630394,-0.7799257564587706,3,manual,divorciado,secundaria,no,38,61,sí
241,1.0403024177026226,-0.7479174955814394,3,manual,casado,primaria,no,53,104,sí
242,0.5204860842763578,0.6604459830211351,3,manual,casado,secundaria,no,47,1996,sí
243,1.300210584415755,0.09620733778817982,3,manual,divorciado,primaria,no,56,1238,sí
244,0.0006697508500929734,-0.17102442162953913,3,manual,casado,secundaria,no,41,879,sí
245,-1.0389629160024365,-0.508972106241362,1,profesional,casado,secundaria,sí,29,425,sí
246,0.7803942509894901,-0.5156715096808034,1,profesional,casado,secundaria,sí,50,416,sí
247,0.3472139731342695,-0.1970776572273669,3,manual,divorciado,primaria,no,45,844,sí
248,-0.5191465825761719,-0.1851676066683599,3,manual,casado,secundaria,sí,35,860,sí
249,-1.298871082715569,-0.3496751800146437,5,profesional,soltero,secundaria,sí,26,639,sí
250,-1.298871082715569,-0.2968243306590503,1,profesional,casado,secundaria,sí,26,710,sí
251,-0.9523268604313925,-0.659336494548825,5,profesional,soltero,secundaria,sí,30,223,sí
252,-0.2592384158630394,-0.36456274321340243,5,profesional,soltero,terciaria,sí,38,619,sí
253,-0.34587447143408356,-0.5878761911947832,3,manual,divorciado,secundaria,sí,37,319,sí
254,1.0403024177026226,-0.4680313074447755,4,profesional,casado,secundaria,no,53,480,sí
255,-1.0389629160024365,-0.6667802761482043,5,manual,soltero,primaria,sí,29,213,sí
256,-0.5191465825761719,-0.7747151093392051,5,profesional,soltero,terciaria,no,35,68,sí
257,-1.1255989715734807,1.2499934856919803,3,manual,casado,secundaria,sí,28,2788,sí
258,0.693758195418446,-0.8595742195721298,1,profesional,divorciado,secundaria,sí,49,-46,sí
259,0.7803942509894901,0.3619503408860229,3,manual,casado,secundaria,no,50,1595,sí
260,0.17394186199218123,-0.04671326891990386,5,profesional,soltero,terciaria,no,43,1046,sí
261,1.4734826955578433,0.20339779281924256,4,profesional,divorciado,terciaria,no,58,1382,sí
262,-0.2592384158630394,-0.6638027635084527,1,profesional,casado,primaria,sí,38,217,sí
263,0.6071221398474019,-0.6891116209463425,3,manual,divorciado,primaria,no,48,183,sí
264,1.5601187511288874,0.1579907250630285,4,profesional,casado,secundaria,no,59,1321,sí
265,1.4734826955578433,-0.8067233702165363,4,manual,casado,secundaria,no,58,25,sí
266,-0.43251052700512765,2.1968425051330347,2,profesional,soltero,terciaria,no,36,4844,sí
267,0.08730580642113711,2.1968425051330347,2,profesional,casado,terciaria,no,42,5345,sí
268,0.0006697508500929734,-0.22089775834538083,5,profesional,soltero,secundaria,no,41,812,sí
269,0.08730580642113711,-0.7471731174215015,1,profesional,casado,secundaria,no,42,105,sí
270,-0.1726023602919953,-0.9667646746031925,1,profesional,casado,terciaria,no,39,-190,sí
271,1.3868466399867991,-0.36009647425377483,3,manual,casado,primaria,no,57,625,sí
272,1.300210584415755,0.07536474930991761,4,manual,casado,secundaria,no,56,1210,sí
273,0.693758195418446,-0.7776926219789568,1,profesional,casado,terciaria,no,49,64,sí
274,-0.43251052700512765,0.4892390062354099,1,otro,casado,secundaria,no,36,1766,sí
275,-0.08596630472095115,0.10365111938755918,5,profesional,soltero,terciaria,no,40,1248,sí
276,1.2135745288447108,-0.8253328242149847,3,manual,casado,secundaria,no,55,0,sí
277,1.4734826955578433,-0.21047646410624973,4,profesional,casado,secundaria,no,58,826,sí
278,-0.1726023602919953,1.1323817364217865,2,profesional,casado,terciaria,no,39,2630,sí
279,0.5204860842763578,1.9489645778737021,2,manual,soltero,terciaria,no,47,3727,sí
280,-0.08596630472095115,-0.5231152912801827,1,profesional,casado,secundaria,sí,40,406,sí
281,-0.5191465825761719,1.4070572774388848,2,manual,casado,terciaria,no,35,2999,sí
282,0.6071221398474019,-0.08095466427704891,3,manual,casado,secundaria,sí,48,1000,sí
283,0.6071221398474019,-0.450910609766203,1,profesional,divorciado,terciaria,no,48,503,sí
284,-1.4721431938576572,-0.9764415906823857,5,manual,soltero,secundaria,sí,24,-203,sí
285,0.693758195418446,-0.5566123084773898,3,manual,casado,primaria,sí,49,361,sí
286,-0.43251052700512765,-0.6213732083919903,3,manual,casado,secundaria,sí,36,274,sí
287,0.9536663621315784,1.9191894514761847,2,otro,divorciado,terciaria,sí,52,3687,sí
288,-0.43251052700512765,-0.09509784931586969,3,manual,casado,secundaria,no,36,981,sí
289,-0.43251052700512765,-0.35041955817458165,3,manual,divorciado,secundaria,sí,36,638,sí
290,0.6071221398474019,1.5782642542246101,2,otro,soltero,terciaria,no,48,3229,sí
291,0.8670303065605343,0.3731160132850919,5,profesional,soltero,secundaria,sí,51,1610,sí
292,0.8670303065605343,-0.8007683449370329,3,manual,casado,secundaria,no,51,33,sí
293,0.43385002870531364,-0.4263461304882511,1,profesional,casado,secundaria,sí,46,536,sí
294,-0.34587447143408356,-0.8253328242149847,1,profesional,casado,terciaria,no,37,0,sí
295,-0.43251052700512765,1.450231210715285,2,profesional,casado,terciaria,no,36,3057,sí
296,0.5204860842763578,1.3274088143255256,2,profesional,casado,secundaria,no,47,2892,sí
297,-0.08596630472095115,-0.8253328242149847,1,profesional,divorciado,terciaria,no,40,0,sí
298,-0.2592384158630394,1.6430251541392105,2,otro,soltero,terciaria,no,38,3316,sí
299,-0.08596630472095115,-0.7464287392615635,1,profesional,casado,secundaria,no,40,106,sí
300,-0.1726023602919953,0.8889700781220814,3,manual,casado,primaria,sí,39,2303,sí
301,1.6467548066999314,1.6318594817401415,2,profesional,casado,terciaria,no,60,3301,sí
302,-0.1726023602919953,-0.508227728081424,5,profesional,soltero,terciaria,no,39,426,sí
303,0.8670303065605343,-0.8186334207755432,3,manual,divorciado,secundaria,no,51,9,sí
304,-1.2122350271445248,-0.8975375057289645,1,profesional,casado,secundaria,sí,27,-97,sí
